thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
56,0,56,[np.float64(-0.008333333333333333)],[np.float64(0.43333333333333335)],[1],[0],[0],[1.6084290000144392],['target'],56,0,56,0,94.17277930001728,,5,94.16610990022309,94.17277930001728,94.17277930001728,0.00813829991966486,95.77463760017417,[np.float64(-0.008333333333333333)],[np.float64(0.43333333333333335)],[1],[0],[0],[1.6084290000144392],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
57,0,57,[np.float64(0.08888888888888889)],[np.float64(-0.32037037037037036)],[1],[0],[0],[1.7475057998672128],[None],57,0,57,0,95.79971920000389,,10,95.79263630020432,95.79971920000389,95.79971920000389,0.017771000042557716,97.54018600005656,[np.float64(0.08888888888888889)],[np.float64(-0.32037037037037036)],[1],[0],[0],[1.7475057998672128],[None],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
58,0,58,[np.float64(-0.006481481481481481)],[np.float64(0.03888888888888889)],[1],[0],[0],[1.3767406998667866],['target'],58,0,58,0,97.55590980011038,,5,97.54770220001228,97.55590980011038,97.55590980011038,0.007415600121021271,98.92454260005616,[np.float64(-0.006481481481481481)],[np.float64(0.03888888888888889)],[1],[0],[0],[1.3767406998667866],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
59,0,59,[np.float64(-0.42962962962962964)],[np.float64(0.046296296296296294)],[1],[0],[0],[1.522544699953869],['target'],59,0,59,0,98.93919910001568,,5,98.93464270001277,98.93919910001568,98.93919910001568,0.009896500036120415,100.45728030009195,[np.float64(-0.42962962962962964)],[np.float64(0.046296296296296294)],[1],[0],[0],[1.522544699953869],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
60,0,60,[np.float64(-0.3314814814814815)],[np.float64(-0.09259259259259259)],[1],[0],[0],[1.3036555000580847],[None],60,0,60,0,100.47492630011402,,5,100.47044530021958,100.47492630011402,100.47492630011402,0.012986599933356047,101.77419860009104,[np.float64(-0.3314814814814815)],[np.float64(-0.09259259259259259)],[1],[0],[0],[1.3036555000580847],[None],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
61,0,61,[np.float64(-0.21944444444444444)],[np.float64(-0.4601851851851852)],[1],[0],[0],[1.8332682999316603],['target'],61,0,61,0,101.79791520000435,,10,101.79100420000032,101.79791520000435,101.79791520000435,0.01660460000857711,103.62438980001025,[np.float64(-0.21944444444444444)],[np.float64(-0.4601851851851852)],[1],[0],[0],[1.8332682999316603],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
62,0,62,[np.float64(-0.25925925925925924)],[np.float64(-0.2574074074074074)],[1],[0],[0],[1.3735550998244435],['target'],62,0,62,0,103.63917220011353,,5,103.63417770015076,103.63917220011353,103.63917220011353,0.009527500020340085,105.00783530017361,[np.float64(-0.25925925925925924)],[np.float64(-0.2574074074074074)],[1],[0],[0],[1.3735550998244435],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
63,0,63,[np.float64(-0.4740740740740741)],[np.float64(-0.026851851851851852)],[1],[0],[0],[1.2988764999900013],['target'],63,0,63,0,105.03192650014535,,10,105.02530490001664,105.03192650014535,105.03192650014535,0.01726049999706447,106.3242806000635,[np.float64(-0.4740740740740741)],[np.float64(-0.026851851851851852)],[1],[0],[0],[1.2988764999900013],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
64,0,64,[np.float64(0.03333333333333333)],[np.float64(-0.37962962962962965)],[1],[0],[0],[1.5172488000243902],['target'],64,0,64,0,106.34419010020792,,5,106.33983850013465,106.34419010020792,106.34419010020792,0.01530840015038848,107.85718150017783,[np.float64(0.03333333333333333)],[np.float64(-0.37962962962962965)],[1],[0],[0],[1.5172488000243902],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
65,0,65,[np.float64(-0.3)],[np.float64(0.08518518518518518)],[1],[0],[0],[1.6498408999759704],['target'],65,0,65,0,107.88151130010374,,10,107.87475160020404,107.88151130010374,107.88151130010374,0.01737149991095066,109.52470380021259,[np.float64(-0.3)],[np.float64(0.08518518518518518)],[1],[0],[0],[1.6498408999759704],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
66,0,66,[np.float64(0.37407407407407406)],[np.float64(-0.29907407407407405)],[1],[0],[0],[1.6140556999016553],['target'],66,0,66,0,109.55059720017016,,10,109.54343409999274,109.55059720017016,109.55059720017016,0.01846070005558431,111.15758910006844,[np.float64(0.37407407407407406)],[np.float64(-0.29907407407407405)],[1],[0],[0],[1.6140556999016553],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
67,0,67,[np.float64(-0.15462962962962962)],[np.float64(0.03611111111111111)],[1],[0],[0],[1.3230350001249462],['target'],67,0,67,0,111.1724295001477,,5,111.16786930011585,111.1724295001477,111.1724295001477,0.010030200006440282,112.49100240017287,[np.float64(-0.15462962962962962)],[np.float64(0.03611111111111111)],[1],[0],[0],[1.3230350001249462],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
68,0,68,[np.float64(-0.37407407407407406)],[np.float64(-0.09907407407407408)],[1],[0],[0],[1.270592899993062],['target'],68,0,68,0,112.50829040003009,,5,112.5034476001747,112.50829040003009,112.50829040003009,0.012241900200024247,113.77414040011354,[np.float64(-0.37407407407407406)],[np.float64(-0.09907407407407408)],[1],[0],[0],[1.270592899993062],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
69,0,69,[np.float64(0.04259259259259259)],[np.float64(0.375)],[1],[0],[0],[2.082266699988395],['target'],69,0,69,0,113.7977806001436,,10,113.79090220015496,113.7977806001436,113.7977806001436,0.01649940013885498,115.87322900001891,[np.float64(0.04259259259259259)],[np.float64(0.375)],[1],[0],[0],[2.082266699988395],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
70,0,70,[np.float64(-0.43425925925925923)],[np.float64(-0.4777777777777778)],[1],[0],[0],[2.249556199880317],['target'],70,0,70,0,115.89791640010662,,10,115.89064630004577,115.89791640010662,115.89791640010662,0.01728740008547902,118.14025799999945,[np.float64(-0.43425925925925923)],[np.float64(-0.4777777777777778)],[1],[0],[0],[2.249556199880317],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
71,0,71,[np.float64(0.04814814814814815)],[np.float64(0.4759259259259259)],[1],[0],[0],[4.367038100026548],['target'],71,0,71,0,118.16360260010697,,10,118.15676630008966,118.16360260010697,118.16360260010697,0.016423299908638,122.52390960021876,[np.float64(0.04814814814814815)],[np.float64(0.4759259259259259)],[1],[0],[0],[4.367038100026548],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
72,0,72,[np.float64(0.37037037037037035)],[np.float64(0.22777777777777777)],[1],[0],[0],[1.305361800128594],[None],72,0,72,0,122.54040490020998,,5,122.53608810016885,122.54040490020998,122.54040490020998,0.01193170016631484,123.8415516000241,[np.float64(0.37037037037037035)],[np.float64(0.22777777777777777)],[1],[0],[0],[1.305361800128594],[None],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
73,0,73,[np.float64(-0.11296296296296296)],[np.float64(0.1935185185185185)],[1],[0],[0],[1.3462185999378562],['target'],73,0,73,0,123.86779330018908,,10,123.86057720007375,123.86779330018908,123.86779330018908,0.018821500008925796,125.20684160012752,[np.float64(-0.11296296296296296)],[np.float64(0.1935185185185185)],[1],[0],[0],[1.3462185999378562],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
74,0,74,[np.float64(-0.47685185185185186)],[np.float64(-0.3194444444444444)],[1],[0],[0],[1.9907879000529647],['target'],74,0,74,0,125.22240830003284,,5,125.21580870007165,125.22240830003284,125.22240830003284,0.008869600016623735,127.20664310012944,[np.float64(-0.47685185185185186)],[np.float64(-0.3194444444444444)],[1],[0],[0],[1.9907879000529647],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
75,0,75,[np.float64(-0.11203703703703703)],[np.float64(0.4666666666666667)],[1],[0],[0],[1.7839342998340726],['target'],75,0,75,0,127.22992170020007,,10,127.22256090003066,127.22992170020007,127.22992170020007,0.0158459001686424,129.00653550005518,[np.float64(-0.11203703703703703)],[np.float64(0.4666666666666667)],[1],[0],[0],[1.7839342998340726],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
76,0,76,[np.float64(-0.3685185185185185)],[np.float64(-0.19907407407407407)],[1],[0],[0],[1.9093748999293894],['target'],76,0,76,0,129.02240960020572,,5,129.01457380014472,129.02240960020572,129.02240960020572,0.00794879999011755,130.92404720000923,[np.float64(-0.3685185185185185)],[np.float64(-0.19907407407407407)],[1],[0],[0],[1.9093748999293894],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
77,0,77,[np.float64(0.13055555555555556)],[np.float64(0.15092592592592594)],[1],[0],[0],[1.6236015998292714],['target'],77,0,77,0,130.93909780005924,,5,130.933974100044,130.93909780005924,130.93909780005924,0.009705800097435713,132.557679500198,[np.float64(0.13055555555555556)],[np.float64(0.15092592592592594)],[1],[0],[0],[1.6236015998292714],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
78,0,78,[np.float64(0.08518518518518518)],[np.float64(0.012962962962962963)],[1],[0],[0],[1.655999300070107],['target'],78,0,78,0,132.57239980017766,,5,132.56788190011866,132.57239980017766,132.57239980017766,0.009980000089854002,134.2239215001464,[np.float64(0.08518518518518518)],[np.float64(0.012962962962962963)],[1],[0],[0],[1.655999300070107],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
79,0,79,[np.float64(0.31666666666666665)],[np.float64(0.2)],[1],[0],[0],[2.1184314000420272],[None],79,0,79,0,134.24591540009715,,10,134.23830100009218,134.24591540009715,134.24591540009715,0.01431240001693368,136.35680370009504,[np.float64(0.31666666666666665)],[np.float64(0.2)],[1],[0],[0],[2.1184314000420272],[None],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
80,0,80,[np.float64(0.44722222222222224)],[np.float64(-0.4759259259259259)],[1],[0],[0],[2.473444400122389],[None],80,0,80,0,136.37244090018794,,5,136.36741340020671,136.37244090018794,136.37244090018794,0.010396199999377131,138.84095690003596,[np.float64(0.44722222222222224)],[np.float64(-0.4759259259259259)],[1],[0],[0],[2.473444400122389],[None],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
81,0,81,[np.float64(0.36666666666666664)],[np.float64(-0.3435185185185185)],[1],[0],[0],[2.5885715999174863],['target'],81,0,81,0,138.85639030020684,,5,138.85201340005733,138.85639030020684,138.85639030020684,0.010856800014153123,141.44067570008337,[np.float64(0.36666666666666664)],[np.float64(-0.3435185185185185)],[1],[0],[0],[2.5885715999174863],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
82,0,82,[np.float64(0.35555555555555557)],[np.float64(-0.18518518518518517)],[1],[0],[0],[1.4640478000510484],['target'],82,0,82,0,141.46626460016705,,10,141.4594553001225,141.46626460016705,141.46626460016705,0.018589300103485584,142.92360110022128,[np.float64(0.35555555555555557)],[np.float64(-0.18518518518518517)],[1],[0],[0],[1.4640478000510484],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
83,0,83,[np.float64(0.24259259259259258)],[np.float64(-0.027777777777777776)],[1],[0],[0],[1.2651944998651743],['target'],83,0,83,0,142.9483942000661,,10,142.9421316999942,142.9483942000661,142.9483942000661,0.018285100115463138,144.20741930021904,[np.float64(0.24259259259259258)],[np.float64(-0.027777777777777776)],[1],[0],[0],[1.2651944998651743],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
84,0,84,[np.float64(-0.27037037037037037)],[np.float64(0.1925925925925926)],[1],[0],[0],[1.672131400089711],['target'],84,0,84,0,144.22238740022294,,5,144.21800270001404,144.22238740022294,144.22238740022294,0.010354600148275495,145.89023110014386,[np.float64(-0.27037037037037037)],[np.float64(0.1925925925925926)],[1],[0],[0],[1.672131400089711],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
85,0,85,[np.float64(0.040740740740740744)],[np.float64(0.22962962962962963)],[1],[0],[0],[1.3830178000498563],[None],85,0,85,0,145.9129637000151,,10,145.90655670012347,145.9129637000151,145.9129637000151,0.016122999833896756,147.28961249999702,[np.float64(0.040740740740740744)],[np.float64(0.22962962962962963)],[1],[0],[0],[1.3830178000498563],[None],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
86,0,86,[np.float64(0.44166666666666665)],[np.float64(-0.14722222222222223)],[1],[0],[0],[1.7414170000702143],['target'],86,0,86,0,147.30566529999487,,5,147.29927250021137,147.30566529999487,147.30566529999487,0.00955820013768971,149.04078630008735,[np.float64(0.44166666666666665)],[np.float64(-0.14722222222222223)],[1],[0],[0],[1.7414170000702143],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
87,0,87,[np.float64(0.011111111111111112)],[np.float64(-0.026851851851851852)],[1],[0],[0],[1.381796499947086],[None],87,0,87,0,149.06510260002688,,10,149.0584235000424,149.06510260002688,149.06510260002688,0.017436600057408214,150.44029060006142,[np.float64(0.011111111111111112)],[np.float64(-0.026851851851851852)],[1],[0],[0],[1.381796499947086],[None],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
88,0,88,[np.float64(-0.4777777777777778)],[np.float64(-0.3398148148148148)],[1],[0],[0],[2.2076422998216003],['target'],88,0,88,0,150.4557388999965,,5,150.4487906000577,150.4557388999965,150.4557388999965,0.008386099943891168,152.65649490011856,[np.float64(-0.4777777777777778)],[np.float64(-0.3398148148148148)],[1],[0],[0],[2.2076422998216003],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
89,0,89,[np.float64(-0.39444444444444443)],[np.float64(0.25833333333333336)],[1],[0],[0],[2.458375200163573],['target'],89,0,89,0,152.67246380005963,,5,152.6656679001171,152.67246380005963,152.67246380005963,0.009086399804800749,155.1241429001093,[np.float64(-0.39444444444444443)],[np.float64(0.25833333333333336)],[1],[0],[0],[2.458375200163573],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
90,0,90,[np.float64(0.22314814814814815)],[np.float64(-0.33796296296296297)],[1],[0],[0],[1.6286090998910367],[None],90,0,90,0,155.15156420017593,,10,155.1448596001137,155.15156420017593,155.15156420017593,0.02051269984804094,156.77356550004333,[np.float64(0.22314814814814815)],[np.float64(-0.33796296296296297)],[1],[0],[0],[1.6286090998910367],[None],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
91,0,91,[np.float64(-0.35555555555555557)],[np.float64(-0.07407407407407407)],[1],[0],[0],[1.4642095998860896],['target'],91,0,91,0,156.79910350008868,,10,156.79247040022165,156.79910350008868,156.79910350008868,0.018661299953237176,158.2567236002069,[np.float64(-0.35555555555555557)],[np.float64(-0.07407407407407407)],[1],[0],[0],[1.4642095998860896],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
92,0,92,[np.float64(-0.10462962962962963)],[np.float64(-0.2796296296296296)],[1],[0],[0],[2.0261796000413597],['target'],92,0,92,0,158.27240560017526,,5,158.26414500013925,158.27240560017526,158.27240560017526,0.00733539997600019,160.29042270011269,[np.float64(-0.10462962962962963)],[np.float64(-0.2796296296296296)],[1],[0],[0],[2.0261796000413597],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
93,0,93,[np.float64(-0.013888888888888888)],[np.float64(0.20185185185185187)],[1],[0],[0],[1.7636140000540763],['target'],93,0,93,0,160.31717040017247,,10,160.31046510022134,160.31717040017247,160.31717040017247,0.019841999979689717,162.07418710016645,[np.float64(-0.013888888888888888)],[np.float64(0.20185185185185187)],[1],[0],[0],[1.7636140000540763],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
94,0,94,[np.float64(-0.16203703703703703)],[np.float64(0.24814814814814815)],[1],[0],[0],[1.2216610999312252],['target'],94,0,94,0,162.08927860017866,,5,162.0850550001487,162.08927860017866,162.08927860017866,0.010536900022998452,163.30676480010152,[np.float64(-0.16203703703703703)],[np.float64(0.24814814814814815)],[1],[0],[0],[1.2216610999312252],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
95,0,95,[np.float64(0.1259259259259259)],[np.float64(-0.1527777777777778)],[1],[0],[0],[1.6012405001092702],['target'],95,0,95,0,163.32883130013943,,10,163.32211840013042,163.32883130013943,163.32883130013943,0.015262699918821454,164.92341590020806,[np.float64(0.1259259259259259)],[np.float64(-0.1527777777777778)],[1],[0],[0],[1.6012405001092702],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
96,0,96,[np.float64(-0.16666666666666666)],[np.float64(-0.26944444444444443)],[1],[0],[0],[1.7085877999197692],['target'],96,0,96,0,164.9390568002127,,5,164.93229220015928,164.9390568002127,164.9390568002127,0.008758499985560775,166.64097980014049,[np.float64(-0.16666666666666666)],[np.float64(-0.26944444444444443)],[1],[0],[0],[1.7085877999197692],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
97,0,97,[np.float64(-0.062037037037037036)],[np.float64(0.32222222222222224)],[1],[0],[0],[1.6478688998613507],['target'],97,0,97,0,166.66607590019703,,10,166.65932780015282,166.66607590019703,166.66607590019703,0.018155100056901574,168.30729570006952,[np.float64(-0.062037037037037036)],[np.float64(0.32222222222222224)],[1],[0],[0],[1.6478688998613507],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
98,0,98,[np.float64(0.4425925925925926)],[np.float64(-0.2814814814814815)],[1],[0],[0],[2.012822800083086],['target'],98,0,98,0,168.3346900001634,,10,168.3279993000906,168.3346900001634,168.3346900001634,0.020460400031879544,170.3409191002138,[np.float64(0.4425925925925926)],[np.float64(-0.2814814814814815)],[1],[0],[0],[2.012822800083086],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
99,0,99,[np.float64(0.1814814814814815)],[np.float64(0.4777777777777778)],[1],[0],[0],[1.6683308000210673],['target'],99,0,99,0,170.36064710002393,,5,170.35618270002306,170.36064710002393,170.36064710002393,0.015016400022432208,172.0246106002014,[np.float64(0.1814814814814815)],[np.float64(0.4777777777777778)],[1],[0],[0],[1.6683308000210673],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
100,0,100,[np.float64(0.3638888888888889)],[np.float64(0.32037037037037036)],[1],[0],[0],[1.2208819000516087],['target'],100,0,100,0,172.0401138002053,,5,172.03571800002828,172.0401138002053,172.0401138002053,0.010904200142249465,173.2566428000573,[np.float64(0.3638888888888889)],[np.float64(0.32037037037037036)],[1],[0],[0],[1.2208819000516087],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
101,0,101,[np.float64(0.3824074074074074)],[np.float64(-0.4287037037037037)],[1],[0],[0],[1.5420975999440998],['target'],101,0,101,0,173.27233420009725,,5,173.26430650008842,173.27233420009725,173.27233420009725,0.007592200068756938,174.80645660008304,[np.float64(0.3824074074074074)],[np.float64(-0.4287037037037037)],[1],[0],[0],[1.5420975999440998],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
102,0,102,[np.float64(-0.45092592592592595)],[np.float64(-0.3574074074074074)],[1],[0],[0],[1.8833834999240935],['target'],102,0,102,0,174.8307923001703,,10,174.82390860002488,174.8307923001703,174.8307923001703,0.017354500014334917,176.70739260013215,[np.float64(-0.45092592592592595)],[np.float64(-0.3574074074074074)],[1],[0],[0],[1.8833834999240935],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
103,0,103,[np.float64(-0.03518518518518519)],[np.float64(0.016666666666666666)],[1],[0],[0],[1.780490400036797],['target'],103,0,103,0,176.7329813002143,,10,176.72629640018567,176.7329813002143,176.7329813002143,0.01865660003386438,178.50686500011943,[np.float64(-0.03518518518518519)],[np.float64(0.016666666666666666)],[1],[0],[0],[1.780490400036797],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
104,0,104,[np.float64(0.1111111111111111)],[np.float64(-0.06296296296296296)],[1],[0],[0],[1.0248953998088837],['target'],104,0,104,0,178.52235430013388,,5,178.51538630016148,178.52235430013388,178.52235430013388,0.00834040017798543,179.54035520018078,[np.float64(0.1111111111111111)],[np.float64(-0.06296296296296296)],[1],[0],[0],[1.0248953998088837],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
105,0,105,[np.float64(-0.1787037037037037)],[np.float64(-0.3814814814814815)],[1],[0],[0],[1.448671800084412],['target'],105,0,105,0,179.56456970004365,,10,179.55784330004826,179.56456970004365,179.56456970004365,0.01734380004927516,181.00656220014207,[np.float64(-0.1787037037037037)],[np.float64(-0.3814814814814815)],[1],[0],[0],[1.448671800084412],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
106,0,106,[np.float64(-0.4824074074074074)],[np.float64(0.34444444444444444)],[1],[0],[0],[1.5105391999240965],['target'],106,0,106,0,181.02236880012788,,5,181.01487040007487,181.02236880012788,181.02236880012788,0.008213999914005399,182.5255169000011,[np.float64(-0.4824074074074074)],[np.float64(0.34444444444444444)],[1],[0],[0],[1.5105391999240965],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
107,0,107,[np.float64(-0.4111111111111111)],[np.float64(0.38333333333333336)],[1],[0],[0],[1.1853092999663204],['target'],107,0,107,0,182.54258930007927,,5,182.53799980017357,182.54258930007927,182.54258930007927,0.012281700037419796,183.72335290000774,[np.float64(-0.4111111111111111)],[np.float64(0.38333333333333336)],[1],[0],[0],[1.1853092999663204],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
108,0,108,[np.float64(0.37407407407407406)],[np.float64(-0.2222222222222222)],[1],[0],[0],[1.9581993999890983],[None],108,0,108,0,183.73891650000587,,5,183.7319598000031,183.73891650000587,183.73891650000587,0.008532500127330422,185.69021120015532,[np.float64(0.37407407407407406)],[np.float64(-0.2222222222222222)],[1],[0],[0],[1.9581993999890983],[None],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
109,0,109,[np.float64(-0.03148148148148148)],[np.float64(-0.019444444444444445)],[1],[0],[0],[1.9493704000487924],[None],109,0,109,0,185.71417170017958,,10,185.70714400010183,185.71417170017958,185.71417170017958,0.01684590009972453,187.6565613001585,[np.float64(-0.03148148148148148)],[np.float64(-0.019444444444444445)],[1],[0],[0],[1.9493704000487924],[None],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
110,0,110,[np.float64(0.012037037037037037)],[np.float64(0.2962962962962963)],[1],[0],[0],[1.5257550000678748],['target'],110,0,110,0,187.6724328000564,,5,187.66465650009923,187.6724328000564,187.6724328000564,0.007985899923369288,189.19050550018437,[np.float64(0.012037037037037037)],[np.float64(0.2962962962962963)],[1],[0],[0],[1.5257550000678748],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
111,0,111,[np.float64(0.2796296296296296)],[np.float64(0.16574074074074074)],[1],[0],[0],[1.3615250999573618],[None],111,0,111,0,189.21895270003006,,10,189.21174380020238,189.21895270003006,189.21895270003006,0.02107679983600974,190.57332770014182,[np.float64(0.2796296296296296)],[np.float64(0.16574074074074074)],[1],[0],[0],[1.3615250999573618],[None],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
112,0,112,[np.float64(-0.18888888888888888)],[np.float64(-0.2722222222222222)],[1],[0],[0],[1.3503858000040054],['target'],112,0,112,0,190.5956320001278,,10,190.58937230007723,190.5956320001278,190.5956320001278,0.01590040000155568,191.93983100005426,[np.float64(-0.18888888888888888)],[np.float64(-0.2722222222222222)],[1],[0],[0],[1.3503858000040054],['target'],p1,001,2025-09-30_17h49.18.666,visual search,,2025.1.1,60.15906053461426,2025-09-30 17h49.26.747166 +0530,
