word,font_color,correct_resp,Category,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,category,neutral_pre.thisRepN,neutral_pre.thisTrialN,neutral_pre.thisN,neutral_pre.thisIndex,emotional.thisRepN,emotional.thisTrialN,emotional.thisN,emotional.thisIndex,neutral_post.thisRepN,neutral_post.thisTrialN,neutral_post.thisN,neutral_post.thisIndex,thisRow.t,notes,instruction.started,instructions_1.started,key_resp_2.started,instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,fixation.started,word_stim.started,key_resp.started,fixation.stopped,trial.stopped,neutral_pre.key_resp.keys,neutral_pre.key_resp.corr,neutral_pre.key_resp.rt,neutral_pre.key_resp.duration,instruction2.started,text_2.started,key_resp_3.started,instruction2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,emotional.key_resp.keys,emotional.key_resp.corr,emotional.key_resp.rt,emotional.key_resp.duration,instructions3.started,text_3.started,key_resp_4.started,instructions3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,neutral_post.key_resp.keys,neutral_post.key_resp.corr,neutral_post.key_resp.rt,neutral_post.key_resp.duration,end_2.started,text.started,key_resp_5.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016092000005301088,0.005023400008212775,0.005023400008212775,26.84501230000751,space,26.815357299987227,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pp1,001,2025-11-20_13h52.32.461,emotional stroop,,2025.1.1,59.54135296615735,2025-11-20 13h52.45.475036 +0530,
feed,red,r,neutral_per,0,0,0,r,1,0.49469150000368245,None,,0,0,0,36,,,,,,,,,26.8906413000077,,,,,,,,,26.88808639999479,26.8906413000077,27.860327000002144,27.860327000002144,27.893604200013215,28.36081670000567,r,1,0.49469150000368245,None,,,,,,,,,,,,,,,,,,,,,,,,,,pp1,001,2025-11-20_13h52.32.461,emotional stroop,,2025.1.1,59.54135296615735,2025-11-20 13h52.45.475036 +0530,
time,red,r,neutral_per,1,1,0,r,1,0.6908559000003152,None,,0,1,1,12,,,,,,,,,28.377021499996772,,,,,,,,,28.364486900012707,28.377021499996772,29.360333799995715,29.360333799995715,29.376811900001485,30.060547900007805,r,1,0.6908559000003152,None,,,,,,,,,,,,,,,,,,,,,,,,,,pp1,001,2025-11-20_13h52.32.461,emotional stroop,,2025.1.1,59.54135296615735,2025-11-20 13h52.45.475036 +0530,
lady,pink,p,neutral_per,2,2,0,p,1,1.1606701000127941,None,,0,2,2,34,,,,,,,,,30.076904200017452,,,,,,,,,30.062250699993456,30.076904200017452,31.060167899995577,31.060167899995577,31.07710190000944,32.227149100013776,p,1,1.1606701000127941,None,,,,,,,,,,,,,,,,,,,,,,,,,,pp1,001,2025-11-20_13h52.32.461,emotional stroop,,2025.1.1,59.54135296615735,2025-11-20 13h52.45.475036 +0530,
head,pink,p,neutral_per,3,3,0,p,1,0.6070324000029359,None,,0,3,3,22,,,,,,,,,32.244066600018414,,,,,,,,,32.22863570001209,32.244066600018414,33.226895600004354,33.226895600004354,33.2434060999949,33.84366529999534,p,1,0.6070324000029359,None,,,,,,,,,,,,,,,,,,,,,,,,,,pp1,001,2025-11-20_13h52.32.461,emotional stroop,,2025.1.1,59.54135296615735,2025-11-20 13h52.45.475036 +0530,
ring,blue,b,neutral_per,4,4,0,b,1,0.37108439998701215,None,,0,4,4,29,,,,,,,,,33.860225400014315,,,,,,,,,33.84610200001043,33.860225400014315,34.84360560000641,34.84360560000641,34.86023540000315,35.22742500001914,b,1,0.37108439998701215,None,,,,,,,,,,,,,,,,,,,,,,,,,,pp1,001,2025-11-20_13h52.32.461,emotional stroop,,2025.1.1,59.54135296615735,2025-11-20 13h52.45.475036 +0530,
ten,yellow,y,neutral_per,5,5,0,y,1,0.650874599989038,None,,0,5,5,3,,,,,,,,,35.243686500005424,,,,,,,,,35.2309950000199,35.243686500005424,36.22719309999957,36.22719309999957,36.24356709999847,36.89400910001132,y,1,0.650874599989038,None,,,,,,,,,,,,,,,,,,,,,,,,,,pp1,001,2025-11-20_13h52.32.461,emotional stroop,,2025.1.1,59.54135296615735,2025-11-20 13h52.45.475036 +0530,
sum,pink,p,neutral_per,6,6,0,p,1,0.7226211999950465,None,,0,6,6,6,,,,,,,,,36.91030089999549,,,,,,,,,36.89715550001711,36.91030089999549,37.89350370000466,37.89350370000466,37.91030899999896,38.62722340002074,p,1,0.7226211999950465,None,,,,,,,,,,,,,,,,,,,,,,,,,,pp1,001,2025-11-20_13h52.32.461,emotional stroop,,2025.1.1,59.54135296615735,2025-11-20 13h52.45.475036 +0530,
fur,pink,p,neutral_per,7,7,0,p,1,0.7042013999889605,None,,0,7,7,10,,,,,,,,,38.64360880001914,,,,,,,,,38.63124000001699,38.64360880001914,39.626960299996426,39.626960299996426,39.64355880001676,40.34410119999666,p,1,0.7042013999889605,None,,,,,,,,,,,,,,,,,,,,,,,,,,pp1,001,2025-11-20_13h52.32.461,emotional stroop,,2025.1.1,59.54135296615735,2025-11-20 13h52.45.475036 +0530,
pot,yellow,y,neutral_per,8,8,0,y,1,0.8995303999981843,None,,0,8,8,7,,,,,,,,,40.36030570001458,,,,,,,,,40.347716799995396,40.36030570001458,41.3436491000175,41.3436491000175,41.360256500018295,42.2442241999961,y,1,0.8995303999981843,None,,,,,,,,,,,,,,,,,,,,,,,,,,pp1,001,2025-11-20_13h52.32.461,emotional stroop,,2025.1.1,59.54135296615735,2025-11-20 13h52.45.475036 +0530,
bud,red,r,neutral_per,9,9,0,r,1,0.7031559000024572,None,,0,9,9,8,,,,,,,,,42.30507640002179,,,,,,,,,42.303082400001585,42.30507640002179,43.24364520001109,43.24364520001109,43.31025050001335,43.96044759999495,r,1,0.7031559000024572,None,,,,,,,,,,,,,,,,,,,,,,,,,,pp1,001,2025-11-20_13h52.32.461,emotional stroop,,2025.1.1,59.54135296615735,2025-11-20 13h52.45.475036 +0530,
core,blue,b,neutral_per,10,10,0,b,1,0.4068855000077747,None,,0,10,10,37,,,,,,,,,43.97704690002138,,,,,,,,,43.9624495000171,43.97704690002138,44.96031840000069,44.96031840000069,44.976664300018456,45.37721380000585,b,1,0.4068855000077747,None,,,,,,,,,,,,,,,,,,,,,,,,,,pp1,001,2025-11-20_13h52.32.461,emotional stroop,,2025.1.1,59.54135296615735,2025-11-20 13h52.45.475036 +0530,
ride,yellow,y,neutral_per,11,11,0,y,1,0.6899880999990273,None,,0,11,11,35,,,,,,,,,45.393576900009066,,,,,,,,,45.37883289999445,45.393576900009066,46.37703110001166,46.37703110001166,46.39369650001754,47.07748820001143,y,1,0.6899880999990273,None,,,,,,,,,,,,,,,,,,,,,,,,,,pp1,001,2025-11-20_13h52.32.461,emotional stroop,,2025.1.1,59.54135296615735,2025-11-20 13h52.45.475036 +0530,
full,pink,p,neutral_per,12,12,0,p,1,0.6181250000081491,None,,0,12,12,18,,,,,,,,,47.09371600000304,,,,,,,,,47.08091879999847,47.09371600000304,48.07712060000631,48.07712060000631,48.09370100000524,48.71039540000493,p,1,0.6181250000081491,None,,,,,,,,,,,,,,,,,,,,,,,,,,pp1,001,2025-11-20_13h52.32.461,emotional stroop,,2025.1.1,59.54135296615735,2025-11-20 13h52.45.475036 +0530,
park,pink,p,neutral_per,13,13,0,p,1,0.5560576000134461,None,,0,13,13,26,,,,,,,,,48.726915500010364,,,,,,,,,48.71207760000834,48.726915500010364,49.710419600014575,49.710419600014575,49.72702630001004,50.27740380002069,p,1,0.5560576000134461,None,,,,,,,,,,,,,,,,,,,,,,,,,,pp1,001,2025-11-20_13h52.32.461,emotional stroop,,2025.1.1,59.54135296615735,2025-11-20 13h52.45.475036 +0530,
mop,yellow,y,neutral_per,14,14,0,y,1,0.8931868000072427,None,,0,14,14,11,,,,,,,,,50.29367070001899,,,,,,,,,50.28092819999438,50.29367070001899,51.27705299999798,51.27705299999798,51.29349130002083,52.17704880001838,y,1,0.8931868000072427,None,,,,,,,,,,,,,,,,,,,,,,,,,,pp1,001,2025-11-20_13h52.32.461,emotional stroop,,2025.1.1,59.54135296615735,2025-11-20 13h52.45.475036 +0530,
call,yellow,y,neutral_per,15,15,0,y,1,0.6935571000212803,None,,0,15,15,15,,,,,,,,,52.19364840001799,,,,,,,,,52.179026700003305,52.19364840001799,53.17686760000652,53.17686760000652,53.193516100000124,53.87738879999961,y,1,0.6935571000212803,None,,,,,,,,,,,,,,,,,,,,,,,,,,pp1,001,2025-11-20_13h52.32.461,emotional stroop,,2025.1.1,59.54135296615735,2025-11-20 13h52.45.475036 +0530,
type,blue,b,neutral_per,16,16,0,b,1,0.957731500006048,None,,0,16,16,17,,,,,,,,,53.89373720000731,,,,,,,,,53.881524299999,53.89373720000731,54.876872099994216,54.876872099994216,54.893436700018356,55.84377239999594,b,1,0.957731500006048,None,,,,,,,,,,,,,,,,,,,,,,,,,,pp1,001,2025-11-20_13h52.32.461,emotional stroop,,2025.1.1,59.54135296615735,2025-11-20 13h52.45.475036 +0530,
page,yellow,y,neutral_per,17,17,0,y,1,0.7008446999825537,None,,0,17,17,19,,,,,,,,,55.860268300020834,,,,,,,,,55.84544940001797,55.860268300020834,56.84362850000616,56.84362850000616,56.86018650000915,57.56051030001254,y,1,0.7008446999825537,None,,,,,,,,,,,,,,,,,,,,,,,,,,pp1,001,2025-11-20_13h52.32.461,emotional stroop,,2025.1.1,59.54135296615735,2025-11-20 13h52.45.475036 +0530,
fair,yellow,y,neutral_per,18,18,0,y,1,0.6005599000200164,None,,0,18,18,27,,,,,,,,,57.57696490001399,,,,,,,,,57.562928100000136,57.57696490001399,58.56101160001708,58.56101160001708,58.576931100018555,59.177353000006406,y,1,0.6005599000200164,None,,,,,,,,,,,,,,,,,,,,,,,,,,pp1,001,2025-11-20_13h52.32.461,emotional stroop,,2025.1.1,59.54135296615735,2025-11-20 13h52.45.475036 +0530,
copy,blue,b,neutral_per,19,19,0,b,1,0.7816669000021648,None,,0,19,19,21,,,,,,,,,59.19359640000039,,,,,,,,,59.18145289999666,59.19359640000039,60.17703320001601,60.17703320001601,60.19377080001868,60.96065880000242,b,1,0.7816669000021648,None,,,,,,,,,,,,,,,,,,,,,,,,,,pp1,001,2025-11-20_13h52.32.461,emotional stroop,,2025.1.1,59.54135296615735,2025-11-20 13h52.45.475036 +0530,
road,red,r,neutral_per,20,20,0,r,1,0.6581504000059795,None,,0,20,20,24,,,,,,,,,60.97705030001816,,,,,,,,,60.96407600000384,60.97705030001816,61.96034160000272,61.96034160000272,61.97689459999674,62.627060900005745,r,1,0.6581504000059795,None,,,,,,,,,,,,,,,,,,,,,,,,,,pp1,001,2025-11-20_13h52.32.461,emotional stroop,,2025.1.1,59.54135296615735,2025-11-20 13h52.45.475036 +0530,
take,blue,b,neutral_per,21,21,0,b,1,0.8772782000014558,None,,0,21,21,13,,,,,,,,,62.6435662000149,,,,,,,,,62.62863799999468,62.6435662000149,63.626875500020105,63.626875500020105,63.64351870000246,64.51070899999468,b,1,0.8772782000014558,None,,,,,,,,,,,,,,,,,,,,,,,,,,pp1,001,2025-11-20_13h52.32.461,emotional stroop,,2025.1.1,59.54135296615735,2025-11-20 13h52.45.475036 +0530,
key,pink,p,neutral_per,22,22,0,p,1,0.7527516999980435,None,,0,22,22,2,,,,,,,,,64.52697490001447,,,,,,,,,64.51451189999352,64.52697490001447,65.51035339999362,65.51035339999362,65.52694760001032,66.27727530000266,p,1,0.7527516999980435,None,,,,,,,,,,,,,,,,,,,,,,,,,,pp1,001,2025-11-20_13h52.32.461,emotional stroop,,2025.1.1,59.54135296615735,2025-11-20 13h52.45.475036 +0530,
shop,blue,b,neutral_per,23,23,0,b,1,0.7266712999844458,None,,0,23,23,33,,,,,,,,,66.2936999000085,,,,,,,,,66.280179399997,66.2936999000085,67.27703369999654,67.27703369999654,67.29361110000173,68.01080899999943,b,1,0.7266712999844458,None,,,,,,,,,,,,,,,,,,,,,,,,,,pp1,001,2025-11-20_13h52.32.461,emotional stroop,,2025.1.1,59.54135296615735,2025-11-20 13h52.45.475036 +0530,
walk,pink,p,neutral_per,24,24,0,p,1,0.6246087999898009,None,,0,24,24,30,,,,,,,,,68.02791120001348,,,,,,,,,68.01450020002085,68.02791120001348,69.01027050000266,69.01027050000266,69.02697860001354,69.6442164000182,p,1,0.6246087999898009,None,,,,,,,,,,,,,,,,,,,,,,,,,,pp1,001,2025-11-20_13h52.32.461,emotional stroop,,2025.1.1,59.54135296615735,2025-11-20 13h52.45.475036 +0530,
pull,red,r,neutral_per,25,25,0,r,1,0.7186899999796879,None,,0,25,25,32,,,,,,,,,69.66018979999353,,,,,,,,,69.64594030001899,69.66018979999353,70.64363480001339,70.64363480001339,70.66022340001655,71.37743530000444,r,1,0.7186899999796879,None,,,,,,,,,,,,,,,,,,,,,,,,,,pp1,001,2025-11-20_13h52.32.461,emotional stroop,,2025.1.1,59.54135296615735,2025-11-20 13h52.45.475036 +0530,
send,pink,p,neutral_per,26,26,0,p,1,0.5983987000072375,None,,0,26,26,14,,,,,,,,,71.39372700001695,,,,,,,,,71.38129670001217,71.39372700001695,72.37695920001715,72.37695920001715,72.39358309999807,72.97744069999317,p,1,0.5983987000072375,None,,,,,,,,,,,,,,,,,,,,,,,,,,pp1,001,2025-11-20_13h52.32.461,emotional stroop,,2025.1.1,59.54135296615735,2025-11-20 13h52.45.475036 +0530,
