Study_word,thisN,thisTrialN,thisRepN,Studyslider.response,Studyslider.rt,test_word,Refence,Old_new,text_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,StudyText.started,Studyslider.started,trial.stopped,trials.Studyslider.response,trials.Studyslider.rt,test.started,Testtext.started,text_textbox.started,submit_text.started,testmouse.started,test.stopped,trials_2.text_textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,Testtext.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,9,9,0,,,_o_rd,Board,Old,board,[np.float64(-0.0712962962962963)],[np.float64(-0.3101851851851852)],[1],[0],[0],[6.375339500023983],['submit_text'],,,,,0,9,9,10,82.01439350005239,,,,,,,,82.00055120000616,82.01439350005239,82.01439350005239,82.01439350005239,0.007092499989084899,88.37634950003121,board,[np.float64(-0.0712962962962963)],[np.float64(-0.3101851851851852)],[1],[0],[0],[6.375339500023983],['submit_text'],,p2,001,2025-10-10_23h17.16.052,word priming,,2025.1.1,59.921861869157986,2025-10-10 23h17.51.971598 +0530,
,10,10,0,,,T_hi_r,Tshirt,Old,tshir,[np.float64(-0.0712962962962963)],[np.float64(-0.3101851851851852)],[1],[0],[0],[4.544436900061555],['submit_text'],,,,,0,10,10,2,88.39232039998751,,,,,,,,88.38192040007561,88.39232039998751,88.39232039998751,88.39232039998751,0.005404800060205162,92.92676120006945,tshir,[np.float64(-0.0712962962962963)],[np.float64(-0.3101851851851852)],[1],[0],[0],[4.544436900061555],['submit_text'],,p2,001,2025-10-10_23h17.16.052,word priming,,2025.1.1,59.921861869157986,2025-10-10 23h17.51.971598 +0530,
,11,11,0,,,_ou_se,mouse,Old,mouse,[np.float64(-0.041666666666666664)],[np.float64(-0.2953703703703704)],[1],[0],[0],[5.294459099997766],['submit_text'],,,,,0,11,11,3,92.94440899998881,,,,,,,,92.93092930002604,92.94440899998881,92.94440899998881,92.94440899998881,0.003960600006394088,98.22581410000566,mouse,[np.float64(-0.041666666666666664)],[np.float64(-0.2953703703703704)],[1],[0],[0],[5.294459099997766],['submit_text'],,p2,001,2025-10-10_23h17.16.052,word priming,,2025.1.1,59.921861869157986,2025-10-10 23h17.51.971598 +0530,
,12,12,0,,,_ho_e,Phone,Old,phone,[np.float64(-0.041666666666666664)],[np.float64(-0.2953703703703704)],[1],[0],[0],[11.295878399978392],['submit_text'],,,,,0,12,12,12,98.24134010006674,,,,,,,,98.22993350005709,98.24134010006674,98.24134010006674,98.24134010006674,0.003996800049208105,109.52619880007114,phone,[np.float64(-0.041666666666666664)],[np.float64(-0.2953703703703704)],[1],[0],[0],[11.295878399978392],['submit_text'],108.24143130006269,p2,001,2025-10-10_23h17.16.052,word priming,,2025.1.1,59.921861869157986,2025-10-10 23h17.51.971598 +0530,
,13,13,0,,,c_s_io_,Cushion ,Old,cushion,[np.float64(-0.037037037037037035)],[np.float64(-0.29814814814814816)],[1],[0],[0],[16.09517019998748],['submit_text'],,,,,0,13,13,14,109.54123910004273,,,,,,,,109.53058780007996,109.54123910004273,109.54123910004273,109.54123910004273,0.004176800022833049,125.62622850004118,cushion,[np.float64(-0.037037037037037035)],[np.float64(-0.29814814814814816)],[1],[0],[0],[16.09517019998748],['submit_text'],119.54124799999408,p2,001,2025-10-10_23h17.16.052,word priming,,2025.1.1,59.921861869157986,2025-10-10 23h17.51.971598 +0530,
,14,14,0,,,V_s_,Vase,new,vas,[np.float64(-0.037037037037037035)],[np.float64(-0.29814814814814816)],[1],[0],[0],[4.342205199995078],['submit_text'],,,,,0,14,14,17,125.64302610000595,,,,,,,,125.63302220008336,125.64302610000595,125.64302610000595,125.64302610000595,0.0066365000093355775,129.9757532000076,vas,[np.float64(-0.037037037037037035)],[np.float64(-0.29814814814814816)],[1],[0],[0],[4.342205199995078],['submit_text'],,p2,001,2025-10-10_23h17.16.052,word priming,,2025.1.1,59.921861869157986,2025-10-10 23h17.51.971598 +0530,
,15,15,0,,,p_nc_l,Pencil,new,pencil,[np.float64(-0.037037037037037035)],[np.float64(-0.29814814814814816)],[1],[0],[0],[8.829610000015236],['submit_text'],,,,,0,15,15,16,129.99109350005165,,,,,,,,129.9801808000775,129.99109350005165,129.99109350005165,129.99109350005165,0.0040840000146999955,138.8102765000658,pencil,[np.float64(-0.037037037037037035)],[np.float64(-0.29814814814814816)],[1],[0],[0],[8.829610000015236],['submit_text'],,p2,001,2025-10-10_23h17.16.052,word priming,,2025.1.1,59.921861869157986,2025-10-10 23h17.51.971598 +0530,
,16,16,0,,,_ha_t,Chart,Old,chart,[np.float64(-0.037037037037037035)],[np.float64(-0.29814814814814816)],[1],[0],[0],[5.277374599943869],['submit_text'],,,,,0,16,16,1,138.8249649000354,,,,,,,,138.8147133999737,138.8249649000354,138.8249649000354,138.8249649000354,0.004243600065819919,144.09248750004917,chart,[np.float64(-0.037037037037037035)],[np.float64(-0.29814814814814816)],[1],[0],[0],[5.277374599943869],['submit_text'],,p2,001,2025-10-10_23h17.16.052,word priming,,2025.1.1,59.921861869157986,2025-10-10 23h17.51.971598 +0530,
,17,17,0,,,K_y_,Keys,Old,keys,[np.float64(-0.037037037037037035)],[np.float64(-0.29814814814814816)],[1],[0],[0],[5.5292040000204],['submit_text'],,,,,0,17,17,8,144.10915909998585,,,,,,,,144.0970175000839,144.10915909998585,144.10915909998585,144.10915909998585,0.0043648999417200685,149.62706480000634,keys,[np.float64(-0.037037037037037035)],[np.float64(-0.29814814814814816)],[1],[0],[0],[5.5292040000204],['submit_text'],,p2,001,2025-10-10_23h17.16.052,word priming,,2025.1.1,59.921861869157986,2025-10-10 23h17.51.971598 +0530,
,18,18,0,,,c_m_ra,Camera,new,camera,[np.float64(-0.037037037037037035)],[np.float64(-0.29814814814814816)],[1],[0],[0],[5.659177600056864],['submit_text'],,,,,0,18,18,19,149.64317070005927,,,,,,,,149.63285480008926,149.64317070005927,149.64317070005927,149.64317070005927,0.005451300065033138,155.292574500083,camera,[np.float64(-0.037037037037037035)],[np.float64(-0.29814814814814816)],[1],[0],[0],[5.659177600056864],['submit_text'],,p2,001,2025-10-10_23h17.16.052,word priming,,2025.1.1,59.921861869157986,2025-10-10 23h17.51.971598 +0530,
,19,19,0,,,_oo_,Book,Old,,[np.float64(-0.037037037037037035)],[np.float64(-0.29814814814814816)],[1],[0],[0],[1.5614770000101998],['submit_text'],,,,,0,19,19,13,155.30819570005406,,,,,,,,155.29734839999583,155.30819570005406,155.30819570005406,155.30819570005406,0.004618600010871887,156.85925660002977,,[np.float64(-0.037037037037037035)],[np.float64(-0.29814814814814816)],[1],[0],[0],[1.5614770000101998],['submit_text'],,p2,001,2025-10-10_23h17.16.052,word priming,,2025.1.1,59.921861869157986,2025-10-10 23h17.51.971598 +0530,
