pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,0,0,0,x,1,1.7966118999975151,None,0,0,0,0,,,,,0.04098580000572838,,0.03745600000547711,0.04098580000572838,0.9992128000012599,0.9992128000012599,0.9992128000012599,0.9992128000012599,1.0493447000044398,1.9993136000048253,1.9993136000048253,3.9190556000030483,x,1,1.7966118999975151,None,,,,,pp3,001,2025-10-02_01h19.06.674,motor sequence,,2025.1.1,60.114614524625765,2025-10-02 01h19.16.620664 +0530,
150,v,1,1,0,v,1,1.0045217000006232,None,0,1,1,1,,,,,3.9225829999995767,,3.919422700004361,3.9225829999995767,4.932581000000937,4.932581000000937,4.932581000000937,4.932581000000937,4.932581000000937,5.932677100005094,5.932677100005094,6.949876600003336,v,1,1.0045217000006232,None,,,,,pp3,001,2025-10-02_01h19.06.674,motor sequence,,2025.1.1,60.114614524625765,2025-10-02 01h19.16.620664 +0530,
50,c,2,2,0,c,1,0.3237493999986327,None,0,2,2,2,,,,,6.965909099999408,,6.950135899998713,6.965909099999408,7.949342300002172,7.949342300002172,7.949342300002172,7.949342300002172,7.966129600004933,8.949277300001995,8.949277300001995,9.282917500000622,c,1,0.3237493999986327,None,,,,,pp3,001,2025-10-02_01h19.06.674,motor sequence,,2025.1.1,60.114614524625765,2025-10-02 01h19.16.620664 +0530,
-150,z,3,3,0,z,1,0.4765537999992375,None,0,3,3,3,,,,,9.299162800001795,,9.283228200001759,9.299162800001795,10.282427400001325,10.282427400001325,10.282427400001325,10.282427400001325,10.299680200005241,11.282526499999221,11.282526499999221,11.766301200004818,z,1,0.4765537999992375,None,,,,,pp3,001,2025-10-02_01h19.06.674,motor sequence,,2025.1.1,60.114614524625765,2025-10-02 01h19.16.620664 +0530,
-50,x,4,0,1,x,1,0.3382165000002715,None,1,0,4,0,,,,,11.782837900005688,,11.76658160000079,11.782837900005688,12.76637770000525,12.76637770000525,12.76637770000525,12.76637770000525,12.782670400003553,13.766066200005298,13.766066200005298,14.116704300002311,x,1,0.3382165000002715,None,,,,,pp3,001,2025-10-02_01h19.06.674,motor sequence,,2025.1.1,60.114614524625765,2025-10-02 01h19.16.620664 +0530,
150,v,5,1,1,v,1,0.362102799997956,None,1,1,5,1,,,,,14.132632100001501,,14.117232900003728,14.132632100001501,15.116097099999024,15.116097099999024,15.116097099999024,15.116097099999024,15.132530900002166,16.115921299999172,16.115921299999172,16.482664600000135,v,1,0.362102799997956,None,,,,,pp3,001,2025-10-02_01h19.06.674,motor sequence,,2025.1.1,60.114614524625765,2025-10-02 01h19.16.620664 +0530,
50,c,6,2,1,c,1,0.35006170000269776,None,1,2,6,2,,,,,16.49920650000422,,16.48297530000127,16.49920650000422,17.482639200003177,17.482639200003177,17.482639200003177,17.482639200003177,17.49971910000022,18.48251970000274,18.48251970000274,18.849648300005356,c,1,0.35006170000269776,None,,,,,pp3,001,2025-10-02_01h19.06.674,motor sequence,,2025.1.1,60.114614524625765,2025-10-02 01h19.16.620664 +0530,
-150,z,7,3,1,z,1,0.43672650000371505,None,1,3,7,3,,,,,18.86596900000586,,18.84992520000378,18.86596900000586,19.849244800003362,19.849244800003362,19.849244800003362,19.849244800003362,19.865880299999844,20.84920100000454,20.84920100000454,21.299685800004227,z,1,0.43672650000371505,None,,,,,pp3,001,2025-10-02_01h19.06.674,motor sequence,,2025.1.1,60.114614524625765,2025-10-02 01h19.16.620664 +0530,
-50,x,8,0,2,x,1,0.38487099999474594,None,2,0,8,0,,,,,21.316010300004564,,21.300083000001905,21.316010300004564,22.324522100003378,22.324522100003378,22.324522100003378,22.324522100003378,22.324522100003378,23.299288900001557,23.299288900001557,23.69977270000527,x,1,0.38487099999474594,None,,,,,pp3,001,2025-10-02_01h19.06.674,motor sequence,,2025.1.1,60.114614524625765,2025-10-02 01h19.16.620664 +0530,
150,v,9,1,2,v,1,0.6772431999997934,None,2,1,9,1,,,,,23.715895000001183,,23.700093899999047,23.715895000001183,24.699403800004802,24.699403800004802,24.699403800004802,24.699403800004802,24.715985800001363,25.699410500004888,25.699410500004888,26.383505700003298,v,1,0.6772431999997934,None,,,,,pp3,001,2025-10-02_01h19.06.674,motor sequence,,2025.1.1,60.114614524625765,2025-10-02 01h19.16.620664 +0530,
