thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(0.3851851851851852)],[np.float64(0.3212962962962963)],[1],[0],[0],[3.8695950000546873],['target'],10,0,10,0,18.43670650012791,,10,18.422434899955988,18.43670650012791,18.43670650012791,0.03161099995486438,22.29218599991873,[np.float64(0.3851851851851852)],[np.float64(0.3212962962962963)],[1],[0],[0],[3.8695950000546873],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
11,0,11,[np.float64(-0.14814814814814814)],[np.float64(-0.11018518518518519)],[1],[0],[0],[1.5834409000817686],['target'],11,0,11,0,22.354122400050983,,10,22.341425199992955,22.354122400050983,22.354122400050983,0.048754499992355704,23.92494640010409,[np.float64(-0.14814814814814814)],[np.float64(-0.11018518518518519)],[1],[0],[0],[1.5834409000817686],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
12,0,12,[np.float64(0.21574074074074073)],[np.float64(0.21574074074074073)],[1],[0],[0],[3.1430287999100983],['target'],12,0,12,0,23.97702919994481,,10,23.965348900062963,23.97702919994481,23.97702919994481,0.04020579997450113,27.10846469993703,[np.float64(0.21574074074074073)],[np.float64(0.21574074074074073)],[1],[0],[0],[3.1430287999100983],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
13,0,13,[np.float64(0.0824074074074074)],[np.float64(-0.4101851851851852)],[1],[0],[0],[1.6780860000289977],['target'],13,0,13,0,27.158842500066385,,10,27.147060099989176,27.158842500066385,27.158842500066385,0.03838459984399378,28.82520249998197,[np.float64(0.0824074074074074)],[np.float64(-0.4101851851851852)],[1],[0],[0],[1.6780860000289977],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
14,0,14,[np.float64(-0.22037037037037038)],[np.float64(0.26851851851851855)],[1],[0],[0],[4.6142772999592125],['target'],14,0,14,0,28.871279600076377,,10,28.86020529991947,28.871279600076377,28.871279600076377,0.034817200154066086,33.47456740005873,[np.float64(-0.22037037037037038)],[np.float64(0.26851851851851855)],[1],[0],[0],[4.6142772999592125],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
15,0,15,[np.float64(-0.2518518518518518)],[np.float64(0.4462962962962963)],[1],[0],[0],[3.3542914998251945],['target'],15,0,15,0,33.517989200074226,,10,33.50439199991524,33.517989200074226,33.517989200074226,0.029643400106579065,36.858783500036225,[np.float64(-0.2518518518518518)],[np.float64(0.4462962962962963)],[1],[0],[0],[3.3542914998251945],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
16,0,16,[np.float64(0.35)],[np.float64(0.4101851851851852)],[1],[0],[0],[4.280462200054899],['target'],16,0,16,0,36.884444900089875,,5,36.87802379997447,36.884444900089875,36.884444900089875,0.019028199836611748,41.15858930000104,[np.float64(0.35)],[np.float64(0.4101851851851852)],[1],[0],[0],[4.280462200054899],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
17,0,17,[np.float64(0.0)],[np.float64(-0.4564814814814815)],[1],[0],[0],[5.301629799883813],['target'],17,0,17,0,41.20038660010323,,10,41.189855200005695,41.20038660010323,41.20038660010323,0.031084299786016345,46.49156070011668,[np.float64(0.0)],[np.float64(-0.4564814814814815)],[1],[0],[0],[5.301629799883813],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
18,0,18,[np.float64(0.024074074074074074)],[np.float64(-0.45)],[1],[0],[0],[4.903239700011909],[None],18,0,18,0,46.530972599983215,,10,46.520843599922955,46.530972599983215,46.530972599983215,0.02906289999373257,51.42413980001584,[np.float64(0.024074074074074074)],[np.float64(-0.45)],[1],[0],[0],[4.903239700011909],[None],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
19,0,19,[np.float64(-0.24351851851851852)],[np.float64(0.028703703703703703)],[1],[0],[0],[1.804139900021255],['target'],19,0,19,0,51.46393610001542,,10,51.454263899941,51.46393610001542,51.46393610001542,0.030001800041645765,53.25848890002817,[np.float64(-0.24351851851851852)],[np.float64(0.028703703703703703)],[1],[0],[0],[1.804139900021255],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
20,0,20,[np.float64(0.18333333333333332)],[np.float64(0.03518518518518519)],[1],[0],[0],[7.165744099998847],['target'],20,0,20,0,53.283802000107244,,5,53.275424000108615,53.283802000107244,53.283802000107244,0.016732299933210015,60.44122839998454,[np.float64(0.18333333333333332)],[np.float64(0.03518518518518519)],[1],[0],[0],[7.165744099998847],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
21,0,21,[np.float64(-0.06388888888888888)],[np.float64(-0.4962962962962963)],[1],[0],[0],[2.1861733999103308],[None],21,0,21,0,60.4846437999513,,10,60.471543200081214,60.4846437999513,60.4846437999513,0.030196300009265542,62.657827799906954,[np.float64(-0.06388888888888888)],[np.float64(-0.4962962962962963)],[1],[0],[0],[2.1861733999103308],[None],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
22,0,22,[np.float64(-0.475)],[np.float64(0.43703703703703706)],[1],[0],[0],[4.852829500101507],['target'],22,0,22,0,62.677001599920914,,5,62.6714520000387,62.677001599920914,62.677001599920914,0.013335800031200051,67.52434090012684,[np.float64(-0.475)],[np.float64(0.43703703703703706)],[1],[0],[0],[4.852829500101507],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
23,0,23,[np.float64(0.4638888888888889)],[np.float64(0.17962962962962964)],[1],[0],[0],[2.3345696998294443],['target'],23,0,23,0,67.56719349999912,,10,67.55636489996687,67.56719349999912,67.56719349999912,0.03192280000075698,69.89098139991984,[np.float64(0.4638888888888889)],[np.float64(0.17962962962962964)],[1],[0],[0],[2.3345696998294443],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
24,0,24,[np.float64(-0.24722222222222223)],[np.float64(-0.03333333333333333)],[1],[0],[0],[1.3897291999310255],['target'],24,0,24,0,69.90691279992461,,5,69.9009754001163,69.90691279992461,69.90691279992461,0.009867499815300107,71.29075919999741,[np.float64(-0.24722222222222223)],[np.float64(-0.03333333333333333)],[1],[0],[0],[1.3897291999310255],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
25,0,25,[np.float64(-0.36018518518518516)],[np.float64(0.37222222222222223)],[1],[0],[0],[1.3576827000360936],['target'],25,0,25,0,71.30627400008962,,5,71.30054640001617,71.30627400008962,71.30627400008962,0.00968799996189773,72.65834300010465,[np.float64(-0.36018518518518516)],[np.float64(0.37222222222222223)],[1],[0],[0],[1.3576827000360936],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
26,0,26,[np.float64(-0.14907407407407408)],[np.float64(0.25462962962962965)],[1],[0],[0],[1.649834900163114],['target'],26,0,26,0,72.68116279994138,,5,72.67536749993451,72.68116279994138,72.68116279994138,0.016805500024929643,74.32536819996312,[np.float64(-0.14907407407407408)],[np.float64(0.25462962962962965)],[1],[0],[0],[1.649834900163114],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
27,0,27,[np.float64(-0.08796296296296297)],[np.float64(0.06759259259259259)],[1],[0],[0],[1.3976702999789268],['target'],27,0,27,0,74.35070820013061,,5,74.34392020013183,74.35070820013061,74.35070820013061,0.01835630019195378,75.74167910008691,[np.float64(-0.08796296296296297)],[np.float64(0.06759259259259259)],[1],[0],[0],[1.3976702999789268],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
28,0,28,[np.float64(0.012962962962962963)],[np.float64(-0.05555555555555555)],[1],[0],[0],[1.6191843999549747],['target'],28,0,28,0,75.76258280011825,,5,75.75566069991328,75.76258280011825,75.76258280011825,0.013795600039884448,77.37493290007114,[np.float64(0.012962962962962963)],[np.float64(-0.05555555555555555)],[1],[0],[0],[1.6191843999549747],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
29,0,29,[np.float64(-0.43703703703703706)],[np.float64(0.2388888888888889)],[1],[0],[0],[1.354217299958691],['target'],29,0,29,0,77.39311980013736,,5,77.38734919996932,77.39311980013736,77.39311980013736,0.01224850001744926,78.74172020005062,[np.float64(-0.43703703703703706)],[np.float64(0.2388888888888889)],[1],[0],[0],[1.354217299958691],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
30,0,30,[np.float64(-0.4740740740740741)],[np.float64(0.30925925925925923)],[1],[0],[0],[1.1424965001642704],['target'],30,0,30,0,78.792034199927,,10,78.78166040009819,78.792034199927,78.792034199927,0.039615900022909045,79.9242108000908,[np.float64(-0.4740740740740741)],[np.float64(0.30925925925925923)],[1],[0],[0],[1.1424965001642704],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
31,0,31,[np.float64(-0.3675925925925926)],[np.float64(-0.08425925925925926)],[1],[0],[0],[1.457975700031966],['target'],31,0,31,0,79.96272359997965,,10,79.94988500000909,79.96272359997965,79.96272359997965,0.025568700162693858,81.40794020006433,[np.float64(-0.3675925925925926)],[np.float64(-0.08425925925925926)],[1],[0],[0],[1.457975700031966],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
32,0,32,[np.float64(-0.2638888888888889)],[np.float64(-0.125)],[1],[0],[0],[1.4522345000877976],['target'],32,0,32,0,81.42937609995715,,5,81.42283009993844,81.42937609995715,81.42937609995715,0.014696199912577868,82.8751797999721,[np.float64(-0.2638888888888889)],[np.float64(-0.125)],[1],[0],[0],[1.4522345000877976],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
33,0,33,[np.float64(-0.28425925925925927)],[np.float64(0.053703703703703705)],[1],[0],[0],[1.953331100055948],['target'],33,0,33,0,82.9174411999993,,5,82.9048427999951,82.9174411999993,82.9174411999993,0.029452099930495024,84.85831469995901,[np.float64(-0.28425925925925927)],[np.float64(0.053703703703703705)],[1],[0],[0],[1.953331100055948],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
34,0,34,[np.float64(-0.28425925925925927)],[np.float64(0.053703703703703705)],[1],[0],[0],[0.6373483999632299],['target'],34,0,34,0,84.91635959991254,,10,84.9041484000627,84.91635959991254,84.91635959991254,0.04548100009560585,85.54159569996409,[np.float64(-0.28425925925925927)],[np.float64(0.053703703703703705)],[1],[0],[0],[0.6373483999632299],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
35,0,35,[np.float64(0.12962962962962962)],[np.float64(0.47129629629629627)],[1],[0],[0],[2.022645000135526],['target'],35,0,35,0,85.60023960005492,,10,85.58553200005554,85.60023960005492,85.60023960005492,0.043627999955788255,87.6083047001157,[np.float64(0.12962962962962962)],[np.float64(0.47129629629629627)],[1],[0],[0],[2.022645000135526],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
36,0,36,[np.float64(0.30462962962962964)],[np.float64(-0.475)],[1],[0],[0],[9.27832239982672],['target'],36,0,36,0,87.64057149994187,,10,87.62943110009655,87.64057149994187,87.64057149994187,0.02092020004056394,96.90783279994503,[np.float64(0.30462962962962964)],[np.float64(-0.475)],[1],[0],[0],[9.27832239982672],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
37,0,37,[np.float64(-0.3101851851851852)],[np.float64(0.275)],[1],[0],[0],[1.3201042001601309],['target'],37,0,37,0,96.9263862001244,,5,96.92101430008188,96.9263862001244,96.9263862001244,0.01299649989232421,98.24117329996079,[np.float64(-0.3101851851851852)],[np.float64(0.275)],[1],[0],[0],[1.3201042001601309],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
38,0,38,[np.float64(-0.262037037037037)],[np.float64(-0.001851851851851852)],[1],[0],[0],[1.2470237000379711],['target'],38,0,38,0,98.28804460004903,,10,98.27675989991985,98.28804460004903,98.28804460004903,0.035492299823090434,99.52382760006003,[np.float64(-0.262037037037037)],[np.float64(-0.001851851851851852)],[1],[0],[0],[1.2470237000379711],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
39,0,39,[np.float64(-0.3907407407407407)],[np.float64(0.38796296296296295)],[1],[0],[0],[1.3734553998801857],['target'],39,0,39,0,99.54068870004267,,5,99.53454059991054,99.54068870004267,99.54068870004267,0.010605499846860766,100.90805150009692,[np.float64(-0.3907407407407407)],[np.float64(0.38796296296296295)],[1],[0],[0],[1.3734553998801857],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
40,0,40,[np.float64(0.5)],[np.float64(-0.1787037037037037)],[1],[0],[0],[2.5641999999061227],['target'],40,0,40,0,100.93953580013476,,10,100.92778100003488,100.93953580013476,100.93953580013476,0.0196344000287354,103.49207979999483,[np.float64(0.5)],[np.float64(-0.1787037037037037)],[1],[0],[0],[2.5641999999061227],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
41,0,41,[np.float64(-0.040740740740740744)],[np.float64(0.2796296296296296)],[1],[0],[0],[1.7168355998583138],[None],41,0,41,0,103.51403590012342,,5,103.5080627000425,103.51403590012342,103.51403590012342,0.015706300036981702,105.22503129998222,[np.float64(-0.040740740740740744)],[np.float64(0.2796296296296296)],[1],[0],[0],[1.7168355998583138],[None],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
42,0,42,[np.float64(-0.3055555555555556)],[np.float64(-0.1574074074074074)],[1],[0],[0],[2.3373428001068532],['target'],42,0,42,0,105.24395320005715,,5,105.23795929993503,105.24395320005715,105.24395320005715,0.012759099947288632,107.57538840011694,[np.float64(-0.3055555555555556)],[np.float64(-0.1574074074074074)],[1],[0],[0],[2.3373428001068532],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
43,0,43,[np.float64(0.25)],[np.float64(0.26296296296296295)],[1],[0],[0],[1.41170489997603],['target'],43,0,43,0,107.60506630013697,,5,107.59719260013662,107.60506630013697,107.60506630013697,0.021619200007990003,109.00897329999134,[np.float64(0.25)],[np.float64(0.26296296296296295)],[1],[0],[0],[1.41170489997603],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
44,0,44,[np.float64(-0.49074074074074076)],[np.float64(0.08148148148148149)],[1],[0],[0],[1.3837353000417352],['target'],44,0,44,0,109.05550269992091,,10,109.04122669994831,109.05550269992091,109.05550269992091,0.0320954998023808,110.42504399991594,[np.float64(-0.49074074074074076)],[np.float64(0.08148148148148149)],[1],[0],[0],[1.3837353000417352],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
45,0,45,[np.float64(-0.3138888888888889)],[np.float64(-0.37962962962962965)],[1],[0],[0],[3.0516115000937134],['target'],45,0,45,0,110.44905570009723,,5,110.44264829996973,110.44905570009723,110.44905570009723,0.017414999892935157,113.4943435001187,[np.float64(-0.3138888888888889)],[np.float64(-0.37962962962962965)],[1],[0],[0],[3.0516115000937134],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
46,0,46,[np.float64(-0.03981481481481482)],[np.float64(0.1537037037037037)],[1],[0],[0],[1.1775032998993993],['target'],46,0,46,0,113.54380659991875,,10,113.5300881001167,113.54380659991875,113.54380659991875,0.03558759996667504,114.7076737000607,[np.float64(-0.03981481481481482)],[np.float64(0.1537037037037037)],[1],[0],[0],[1.1775032998993993],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
47,0,47,[np.float64(0.06851851851851852)],[np.float64(0.21574074074074073)],[1],[0],[0],[1.535191799979657],[None],47,0,47,0,114.73005650006235,,5,114.72329779993743,114.73005650006235,114.73005650006235,0.015457299770787358,116.25857509998605,[np.float64(0.06851851851851852)],[np.float64(0.21574074074074073)],[1],[0],[0],[1.535191799979657],[None],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
48,0,48,[np.float64(0.11296296296296296)],[np.float64(-0.35648148148148145)],[1],[0],[0],[1.7149913001339883],[None],48,0,48,0,116.28517340007238,,5,116.2755861999467,116.28517340007238,116.28517340007238,0.01682380004785955,117.99065680010244,[np.float64(0.11296296296296296)],[np.float64(-0.35648148148148145)],[1],[0],[0],[1.7149913001339883],[None],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
49,0,49,[np.float64(-0.13703703703703704)],[np.float64(0.3537037037037037)],[1],[0],[0],[1.0855872998945415],['target'],49,0,49,0,118.031027500052,,10,118.02155490010045,118.031027500052,118.031027500052,0.030745800118893385,119.10718429996632,[np.float64(-0.13703703703703704)],[np.float64(0.3537037037037037)],[1],[0],[0],[1.0855872998945415],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
50,0,50,[np.float64(-0.08981481481481482)],[np.float64(0.24351851851851852)],[1],[0],[0],[0.987156700110063],['target'],50,0,50,0,119.15358850010671,,10,119.13713290006854,119.15358850010671,119.15358850010671,0.029843199998140335,120.1243426001165,[np.float64(-0.08981481481481482)],[np.float64(0.24351851851851852)],[1],[0],[0],[0.987156700110063],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
51,0,51,[np.float64(0.37962962962962965)],[np.float64(0.5)],[1],[0],[0],[2.4435612000524998],['target'],51,0,51,0,120.15736810001545,,10,120.14799860003404,120.15736810001545,120.15736810001545,0.02353959996253252,122.59165750001557,[np.float64(0.37962962962962965)],[np.float64(0.5)],[1],[0],[0],[2.4435612000524998],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
52,0,52,[np.float64(-0.09814814814814815)],[np.float64(0.40370370370370373)],[1],[0],[0],[1.2837082999758422],[None],52,0,52,0,122.65419819997624,,10,122.6405015999917,122.65419819997624,122.65419819997624,0.048617699882015586,123.92427029996179,[np.float64(-0.09814814814814815)],[np.float64(0.40370370370370373)],[1],[0],[0],[1.2837082999758422],[None],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
53,0,53,[np.float64(0.4185185185185185)],[np.float64(0.3731481481481482)],[1],[0],[0],[4.985138699878007],['target'],53,0,53,0,123.94942130008712,,5,123.93965320009738,123.94942130008712,123.94942130008712,0.0151934998575598,128.92484240001068,[np.float64(0.4185185185185185)],[np.float64(0.3731481481481482)],[1],[0],[0],[4.985138699878007],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
54,0,54,[np.float64(-0.01574074074074074)],[np.float64(0.14537037037037037)],[1],[0],[0],[2.1898787000682205],['target'],54,0,54,0,128.9394736001268,,5,128.93455110001378,128.9394736001268,128.9394736001268,0.00960649992339313,131.12459890008904,[np.float64(-0.01574074074074074)],[np.float64(0.14537037037037037)],[1],[0],[0],[2.1898787000682205],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
55,0,55,[np.float64(0.02962962962962963)],[np.float64(-0.037037037037037035)],[1],[0],[0],[2.8804455001372844],['target'],55,0,55,0,131.1526391999796,,5,131.14372489997186,131.1526391999796,131.1526391999796,0.01874789991416037,134.0242433999665,[np.float64(0.02962962962962963)],[np.float64(-0.037037037037037035)],[1],[0],[0],[2.8804455001372844],['target'],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
56,0,56,[np.float64(0.27037037037037037)],[np.float64(-0.3814814814814815)],[1],[0],[0],[4.27705130004324],[None],56,0,56,0,134.05684849992394,,10,134.04719149996527,134.05684849992394,134.05684849992394,0.022767300019040704,138.32436840003356,[np.float64(0.27037037037037037)],[np.float64(-0.3814814814814815)],[1],[0],[0],[4.27705130004324],[None],p4,001,2025-09-30_19h57.51.135,visual search,,2025.1.1,59.99775605286802,2025-09-30 19h58.17.614325 +0530,
