thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(-0.26666666666666666)],[np.float64(0.31296296296296294)],[1],[0],[0],[1.388093600049615],['target'],10,0,10,0,21.24256489984691,,10,21.234218099853024,21.24256489984691,21.24256489984691,0.02691739983856678,22.622378599829972,[np.float64(-0.26666666666666666)],[np.float64(0.31296296296296294)],[1],[0],[0],[1.388093600049615],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
11,0,11,[np.float64(0.39537037037037037)],[np.float64(0.07777777777777778)],[1],[0],[0],[2.4252339999657124],['target'],11,0,11,0,22.658945299917832,,10,22.648013399913907,22.658945299917832,22.658945299917832,0.025456800125539303,25.073333699954674,[np.float64(0.39537037037037037)],[np.float64(0.07777777777777778)],[1],[0],[0],[2.4252339999657124],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
12,0,12,[np.float64(-0.412962962962963)],[np.float64(-0.37962962962962965)],[1],[0],[0],[2.1721142001915723],[None],12,0,12,0,25.111120200017467,,10,25.100837499834597,25.111120200017467,25.111120200017467,0.02727179997600615,27.273067499976605,[np.float64(-0.412962962962963)],[np.float64(-0.37962962962962965)],[1],[0],[0],[2.1721142001915723],[None],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
13,0,13,[np.float64(-0.3351851851851852)],[np.float64(0.09074074074074075)],[1],[0],[0],[1.7624023999087512],['target'],13,0,13,0,27.300377799896523,,5,27.293947799829766,27.300377799896523,27.300377799896523,0.020636900095269084,29.056391699938104,[np.float64(-0.3351851851851852)],[np.float64(0.09074074074074075)],[1],[0],[0],[1.7624023999087512],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
14,0,14,[np.float64(-0.19907407407407407)],[np.float64(0.42685185185185187)],[1],[0],[0],[2.4148228999692947],['target'],14,0,14,0,29.08895649993792,,10,29.074638599995524,29.08895649993792,29.08895649993792,0.01814919989556074,31.489549399819225,[np.float64(-0.19907407407407407)],[np.float64(0.42685185185185187)],[1],[0],[0],[2.4148228999692947],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
15,0,15,[np.float64(-0.17592592592592593)],[np.float64(0.28055555555555556)],[1],[0],[0],[1.3023405000567436],['target'],15,0,15,0,31.530603599967435,,10,31.52148799994029,31.530603599967435,31.530603599967435,0.03170810011215508,32.82398689980619,[np.float64(-0.17592592592592593)],[np.float64(0.28055555555555556)],[1],[0],[0],[1.3023405000567436],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
16,0,16,[np.float64(0.5027777777777778)],[np.float64(0.09351851851851851)],[1],[0],[0],[2.5584619999863207],['target'],16,0,16,0,32.85569579992443,,5,32.84874109993689,32.85569579992443,32.85569579992443,0.02428949996829033,35.40726899984293,[np.float64(0.5027777777777778)],[np.float64(0.09351851851851851)],[1],[0],[0],[2.5584619999863207],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
17,0,17,[np.float64(0.3888888888888889)],[np.float64(-0.0712962962962963)],[1],[0],[0],[1.3052048000972718],[None],17,0,17,0,35.45109819993377,,10,35.43557029985823,35.45109819993377,35.45109819993377,0.02818450005725026,36.74092499981634,[np.float64(0.3888888888888889)],[np.float64(-0.0712962962962963)],[1],[0],[0],[1.3052048000972718],[None],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
18,0,18,[np.float64(0.013888888888888888)],[np.float64(0.35833333333333334)],[1],[0],[0],[2.5110608998220414],['target'],18,0,18,0,36.787179299863055,,10,36.7782686999999,36.787179299863055,36.787179299863055,0.03706220001913607,39.28939239983447,[np.float64(0.013888888888888888)],[np.float64(0.35833333333333334)],[1],[0],[0],[2.5110608998220414],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
19,0,19,[np.float64(0.16574074074074074)],[np.float64(-0.44722222222222224)],[1],[0],[0],[3.4040026001166552],[None],19,0,19,0,39.30879339994863,,5,39.30216219997965,39.30879339994863,39.30879339994863,0.012581099988892674,42.70624589989893,[np.float64(0.16574074074074074)],[np.float64(-0.44722222222222224)],[1],[0],[0],[3.4040026001166552],[None],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
20,0,20,[np.float64(0.47129629629629627)],[np.float64(-0.012962962962962963)],[1],[0],[0],[2.483663599938154],['target'],20,0,20,0,42.74747129995376,,10,42.739037099992856,42.74747129995376,42.74747129995376,0.032637299969792366,45.222819099901244,[np.float64(0.47129629629629627)],[np.float64(-0.012962962962962963)],[1],[0],[0],[2.483663599938154],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
21,0,21,[np.float64(-0.42407407407407405)],[np.float64(-0.12037037037037036)],[1],[0],[0],[2.0293019998352975],['target'],21,0,21,0,45.29454519995488,,10,45.276971499901265,45.29454519995488,45.29454519995488,0.05389930005185306,47.30633219983429,[np.float64(-0.42407407407407405)],[np.float64(-0.12037037037037036)],[1],[0],[0],[2.0293019998352975],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
22,0,22,[np.float64(0.08796296296296297)],[np.float64(0.36203703703703705)],[1],[0],[0],[3.517997199902311],['target'],22,0,22,0,47.329625899903476,,5,47.32175369979814,47.329625899903476,47.329625899903476,0.015232600038871169,50.83988410001621,[np.float64(0.08796296296296297)],[np.float64(0.36203703703703705)],[1],[0],[0],[3.517997199902311],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
23,0,23,[np.float64(-0.42777777777777776)],[np.float64(-0.06574074074074074)],[1],[0],[0],[2.466683699982241],['target'],23,0,23,0,50.862881699809805,,5,50.856204899959266,50.862881699809805,50.862881699809805,0.016069799894466996,53.32296419981867,[np.float64(-0.42777777777777776)],[np.float64(-0.06574074074074074)],[1],[0],[0],[2.466683699982241],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
24,0,24,[np.float64(-0.1)],[np.float64(0.4324074074074074)],[1],[0],[0],[1.6975624999031425],['target'],24,0,24,0,53.347236400004476,,5,53.34200439997949,53.347236400004476,53.347236400004476,0.01874410011805594,55.039639399852604,[np.float64(-0.1)],[np.float64(0.4324074074074074)],[1],[0],[0],[1.6975624999031425],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
25,0,25,[np.float64(-0.20185185185185187)],[np.float64(-0.14444444444444443)],[1],[0],[0],[1.6857429000083357],['target'],25,0,25,0,55.060594299808145,,5,55.05410629999824,55.060594299808145,55.060594299808145,0.014325199881568551,56.739894199883565,[np.float64(-0.20185185185185187)],[np.float64(-0.14444444444444443)],[1],[0],[0],[1.6857429000083357],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
26,0,26,[np.float64(0.37962962962962965)],[np.float64(-0.02962962962962963)],[1],[0],[0],[2.1658854000270367],['target'],26,0,26,0,56.76452839979902,,5,56.75788879999891,56.76452839979902,56.76452839979902,0.017908799927681684,58.923885699827224,[np.float64(0.37962962962962965)],[np.float64(-0.02962962962962963)],[1],[0],[0],[2.1658854000270367],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
27,0,27,[np.float64(0.31666666666666665)],[np.float64(0.003703703703703704)],[1],[0],[0],[2.7538014000747353],['target'],27,0,27,0,58.943640999961644,,5,58.93588489992544,58.943640999961644,58.943640999961644,0.011750000063329935,61.68977489997633,[np.float64(0.31666666666666665)],[np.float64(0.003703703703703704)],[1],[0],[0],[2.7538014000747353],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
28,0,28,[np.float64(0.3768518518518518)],[np.float64(-0.03425925925925926)],[1],[0],[0],[1.4577409999910742],['target'],28,0,28,0,61.72267349995673,,10,61.71505829994567,61.72267349995673,61.72267349995673,0.025107699912041426,63.17287669982761,[np.float64(0.3768518518518518)],[np.float64(-0.03425925925925926)],[1],[0],[0],[1.4577409999910742],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
29,0,29,[np.float64(0.45925925925925926)],[np.float64(0.1574074074074074)],[1],[0],[0],[1.7917860001325607],[None],29,0,29,0,63.18809819989838,,5,63.18251039995812,63.18809819989838,63.18809819989838,0.009443399962037802,64.97442479990423,[np.float64(0.45925925925925926)],[np.float64(0.1574074074074074)],[1],[0],[0],[1.7917860001325607],[None],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
30,0,30,[np.float64(-0.06574074074074074)],[np.float64(0.4046296296296296)],[1],[0],[0],[2.341800400055945],['target'],30,0,30,0,65.00902959983796,,10,64.99853709992021,65.00902959983796,65.00902959983796,0.023954899981617928,67.34051529993303,[np.float64(-0.06574074074074074)],[np.float64(0.4046296296296296)],[1],[0],[0],[2.341800400055945],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
31,0,31,[np.float64(0.026851851851851852)],[np.float64(-0.1935185185185185)],[1],[0],[0],[1.4290494001470506],[None],31,0,31,0,67.36673070001416,,5,67.36098769982345,67.36673070001416,67.36673070001416,0.019983100006356835,68.79010729980655,[np.float64(0.026851851851851852)],[np.float64(-0.1935185185185185)],[1],[0],[0],[1.4290494001470506],[None],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
32,0,32,[np.float64(-0.25555555555555554)],[np.float64(0.34814814814814815)],[1],[0],[0],[1.48085379996337],['target'],32,0,32,0,68.81987260002643,,10,68.80889220000245,68.81987260002643,68.81987260002643,0.018628399819135666,70.28988839988597,[np.float64(-0.25555555555555554)],[np.float64(0.34814814814814815)],[1],[0],[0],[1.48085379996337],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
33,0,33,[np.float64(0.3861111111111111)],[np.float64(0.15092592592592594)],[1],[0],[0],[1.5266181000042707],[None],33,0,33,0,70.32560739992186,,10,70.31340039987117,70.32560739992186,70.32560739992186,0.023234699852764606,71.8400661998894,[np.float64(0.3861111111111111)],[np.float64(0.15092592592592594)],[1],[0],[0],[1.5266181000042707],[None],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
34,0,34,[np.float64(0.3611111111111111)],[np.float64(0.01574074074074074)],[1],[0],[0],[1.3169086000416428],['target'],34,0,34,0,71.88436529994942,,10,71.87271060002968,71.88436529994942,71.88436529994942,0.032540300162509084,73.18972149980254,[np.float64(0.3611111111111111)],[np.float64(0.01574074074074074)],[1],[0],[0],[1.3169086000416428],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
35,0,35,[np.float64(-0.4361111111111111)],[np.float64(0.21666666666666667)],[1],[0],[0],[2.0691655999980867],['target'],35,0,35,0,73.25733969989233,,10,73.23679879982956,73.25733969989233,73.25733969989233,0.04666320001706481,75.30606999993324,[np.float64(-0.4361111111111111)],[np.float64(0.21666666666666667)],[1],[0],[0],[2.0691655999980867],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
36,0,36,[np.float64(0.29259259259259257)],[np.float64(0.075)],[1],[0],[0],[1.4856490001548082],['target'],36,0,36,0,75.34632149990648,,10,75.33816249994561,75.34632149990648,75.34632149990648,0.03181870002299547,76.82390769990161,[np.float64(0.29259259259259257)],[np.float64(0.075)],[1],[0],[0],[1.4856490001548082],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
37,0,37,[np.float64(0.3435185185185185)],[np.float64(-0.47129629629629627)],[1],[0],[0],[2.785232200054452],['target'],37,0,37,0,76.86401559994556,,10,76.85479839984328,76.86401559994556,76.86401559994556,0.030656300019472837,79.6401078000199,[np.float64(0.3435185185185185)],[np.float64(-0.47129629629629627)],[1],[0],[0],[2.785232200054452],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
38,0,38,[np.float64(0.475)],[np.float64(0.10740740740740741)],[1],[0],[0],[1.9378764999564737],['target'],38,0,38,0,79.68168129981495,,10,79.67016949993558,79.68168129981495,79.68168129981495,0.029888400109484792,81.60816850000992,[np.float64(0.475)],[np.float64(0.10740740740740741)],[1],[0],[0],[1.9378764999564737],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
39,0,39,[np.float64(-0.4787037037037037)],[np.float64(0.014814814814814815)],[1],[0],[0],[1.8151076000649482],['target'],39,0,39,0,81.63215289986692,,5,81.62494839983992,81.63215289986692,81.63215289986692,0.016499599907547235,83.44021209981292,[np.float64(-0.4787037037037037)],[np.float64(0.014814814814814815)],[1],[0],[0],[1.8151076000649482],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
40,0,40,[np.float64(0.4203703703703704)],[np.float64(0.44907407407407407)],[1],[0],[0],[3.084997799945995],[None],40,0,40,0,83.51096679992042,,10,83.4879854999017,83.51096679992042,83.51096679992042,0.047385500045493245,86.57307479996234,[np.float64(0.4203703703703704)],[np.float64(0.44907407407407407)],[1],[0],[0],[3.084997799945995],[None],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
41,0,41,[np.float64(-0.0962962962962963)],[np.float64(-0.21574074074074073)],[1],[0],[0],[2.1711464999243617],['target'],41,0,41,0,86.61115649994463,,10,86.60132289980538,86.61115649994463,86.61115649994463,0.027973900083452463,88.77254659985192,[np.float64(-0.0962962962962963)],[np.float64(-0.21574074074074073)],[1],[0],[0],[2.1711464999243617],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
42,0,42,[np.float64(0.49166666666666664)],[np.float64(0.19722222222222222)],[1],[0],[0],[2.8610445000231266],[None],42,0,42,0,88.80522839981131,,10,88.79547989997081,88.80522839981131,88.80522839981131,0.022680900059640408,91.65659419982694,[np.float64(0.49166666666666664)],[np.float64(0.19722222222222222)],[1],[0],[0],[2.8610445000231266],[None],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
43,0,43,[np.float64(0.42777777777777776)],[np.float64(0.23981481481481481)],[1],[0],[0],[1.6819815000053495],['target'],43,0,43,0,91.67954579996876,,5,91.67420809995383,91.67954579996876,91.67954579996876,0.017427399987354875,93.3562857999932,[np.float64(0.42777777777777776)],[np.float64(0.23981481481481481)],[1],[0],[0],[1.6819815000053495],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
44,0,44,[np.float64(-0.10462962962962963)],[np.float64(0.0)],[1],[0],[0],[1.6013992000371218],['target'],44,0,44,0,93.40102329989895,,10,93.38781109987758,93.40102329989895,93.40102329989895,0.03133740019984543,94.98929539998062,[np.float64(-0.10462962962962963)],[np.float64(0.0)],[1],[0],[0],[1.6013992000371218],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
45,0,45,[np.float64(0.0824074074074074)],[np.float64(-0.2)],[1],[0],[0],[1.6271665000822395],['target'],45,0,45,0,95.02184629999101,,10,95.0122674999293,95.02184629999101,95.02184629999101,0.02275050012394786,96.63951469981112,[np.float64(0.0824074074074074)],[np.float64(-0.2)],[1],[0],[0],[1.6271665000822395],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
46,0,46,[np.float64(-0.0712962962962963)],[np.float64(-0.1675925925925926)],[1],[0],[0],[1.2946846999693662],['target'],46,0,46,0,96.66993749979883,,10,96.66164309997112,96.66993749979883,96.66993749979883,0.021844400092959404,97.95642429986037,[np.float64(-0.0712962962962963)],[np.float64(-0.1675925925925926)],[1],[0],[0],[1.2946846999693662],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
47,0,47,[np.float64(-0.4685185185185185)],[np.float64(-0.19907407407407407)],[1],[0],[0],[2.0573735998477787],['target'],47,0,47,0,97.99020939995535,,10,97.98204789985903,97.99020939995535,97.99020939995535,0.025421200087293983,100.03947029984556,[np.float64(-0.4685185185185185)],[np.float64(-0.19907407407407407)],[1],[0],[0],[2.0573735998477787],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
48,0,48,[np.float64(0.19537037037037036)],[np.float64(0.30277777777777776)],[1],[0],[0],[2.187534200027585],['target'],48,0,48,0,100.05919069983065,,5,100.05205529998057,100.05919069983065,100.05919069983065,0.012466899817809463,102.2396992999129,[np.float64(0.19537037037037036)],[np.float64(0.30277777777777776)],[1],[0],[0],[2.187534200027585],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
49,0,49,[np.float64(-0.3101851851851852)],[np.float64(-0.2851851851851852)],[1],[0],[0],[1.7647049999795854],['target'],49,0,49,0,102.28314469987527,,10,102.27464809990488,102.28314469987527,102.28314469987527,0.03468070016242564,104.03940449981019,[np.float64(-0.3101851851851852)],[np.float64(-0.2851851851851852)],[1],[0],[0],[1.7647049999795854],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
50,0,50,[np.float64(-0.05555555555555555)],[np.float64(-0.3287037037037037)],[1],[0],[0],[1.8523065000772476],[None],50,0,50,0,104.06312990002334,,5,104.05531460000202,104.06312990002334,104.06312990002334,0.015797900035977364,105.90778129990213,[np.float64(-0.05555555555555555)],[np.float64(-0.3287037037037037)],[1],[0],[0],[1.8523065000772476],[None],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
51,0,51,[np.float64(0.35833333333333334)],[np.float64(-0.38796296296296295)],[1],[0],[0],[1.6327894001733512],[None],51,0,51,0,105.95427969982848,,5,105.9395500998944,105.95427969982848,105.95427969982848,0.031400500098243356,107.57236579991877,[np.float64(0.35833333333333334)],[np.float64(-0.38796296296296295)],[1],[0],[0],[1.6327894001733512],[None],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
52,0,52,[np.float64(0.3574074074074074)],[np.float64(-0.42407407407407405)],[1],[0],[0],[4.071533200098202],['target'],52,0,52,0,107.6114817999769,,10,107.60115459980443,107.6114817999769,107.6114817999769,0.028688300168141723,111.67276209988631,[np.float64(0.3574074074074074)],[np.float64(-0.42407407407407405)],[1],[0],[0],[4.071533200098202],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
53,0,53,[np.float64(-0.3314814814814815)],[np.float64(0.05277777777777778)],[1],[0],[0],[1.8912179998587817],['target'],53,0,53,0,111.71035750000738,,10,111.69856399996206,111.71035750000738,111.71035750000738,0.025607499992474914,113.58987589995377,[np.float64(-0.3314814814814815)],[np.float64(0.05277777777777778)],[1],[0],[0],[1.8912179998587817],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
54,0,54,[np.float64(0.15462962962962962)],[np.float64(-0.3037037037037037)],[1],[0],[0],[2.6493610001634806],['target'],54,0,54,0,113.6319161998108,,10,113.62390819983557,113.6319161998108,113.6319161998108,0.03369139996357262,116.27335409983061,[np.float64(0.15462962962962962)],[np.float64(-0.3037037037037037)],[1],[0],[0],[2.6493610001634806],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
55,0,55,[np.float64(-0.044444444444444446)],[np.float64(0.06574074074074074)],[1],[0],[0],[1.3620305999647826],['target'],55,0,55,0,116.30396039993502,,10,116.29422489996068,116.30396039993502,116.30396039993502,0.02065349998883903,117.65635859989561,[np.float64(-0.044444444444444446)],[np.float64(0.06574074074074074)],[1],[0],[0],[1.3620305999647826],['target'],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
56,0,56,[np.float64(0.17777777777777778)],[np.float64(-0.4703703703703704)],[1],[0],[0],[2.0812003000173718],[None],56,0,56,0,117.68211779999547,,5,117.67547739995643,117.68211779999547,117.68211779999547,0.01891239988617599,119.75689109996893,[np.float64(0.17777777777777778)],[np.float64(-0.4703703703703704)],[1],[0],[0],[2.0812003000173718],[None],p2,001,2025-09-30_19h11.00.401,visual search,,2025.1.1,60.04523807732325,2025-09-30 19h12.42.156922 +0530,
