reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
40,55,62,16,6,1,t,0.4852240000036545,None,1,6,16,3,28.96324229997117,,28.955162699974608,28.96324229997117,29.94670169998426,29.94670169998426,29.963174399978016,30.447889699949883,t,0.4852240000036545,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
92,97,225,17,7,1,t,0.40260630002012476,None,1,7,17,8,30.46322589996271,,30.455709899950307,30.46322589996271,31.463650799996685,31.463650799996685,31.463650799996685,31.880882199970074,t,0.40260630002012476,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
85,90,190,18,8,1,t,0.4698498999932781,None,1,8,18,7,31.96257259999402,,31.960105299949646,31.96257259999402,32.88027589995181,32.88027589995181,32.9635064000031,33.36366499995347,t,0.4698498999932781,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
27,50,21,19,9,1,l,0.8909724000259303,None,1,9,19,2,33.37979679997079,,33.368113399948925,33.37979679997079,34.36396699998295,34.36396699998295,34.380240999977104,35.26450059999479,l,0.8909724000259303,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
15,35,13,20,0,2,l,0.7460133999702521,None,2,0,20,1,35.28117889998248,,35.268459899991285,35.28117889998248,36.26428439997835,36.26428439997835,36.280318499950226,37.013679299969226,l,0.7460133999702521,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
67,75,119,21,1,2,t,0.6637943000532687,None,2,1,21,5,37.030309099995065,,37.01822239998728,37.030309099995065,38.01338009996107,38.01338009996107,38.02994059998309,38.680360099999234,t,0.6637943000532687,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
27,50,21,22,2,2,l,0.9935357000213116,None,2,2,22,2,38.69654509995598,,38.68514849996427,38.69654509995598,39.680145899998024,39.680145899998024,39.69648479996249,40.6821119999513,l,0.9935357000213116,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
100,105,260,23,3,2,t,1.0540489999693818,None,2,3,23,9,40.69666299998062,,40.68590659997426,40.69666299998062,41.679781599959824,41.679781599959824,41.6974166999571,42.747918399982154,t,1.0540489999693818,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
92,97,225,24,4,2,t,1.4970205000136048,None,2,4,24,8,42.76358139998047,,42.758251799969,42.76358139998047,43.747277899994515,43.747277899994515,43.76369169994723,45.247416999947745,t,1.4970205000136048,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
78,80,162,25,5,2,t,1.0559460999793373,None,2,5,25,6,45.26321750000352,,45.25658789998852,45.26321750000352,46.24680459999945,46.24680459999945,46.263279199949466,47.31360559997847,t,1.0559460999793373,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
40,55,62,26,6,2,t,1.2195802999776788,None,2,6,26,3,47.330075299949385,,47.31859969999641,47.330075299949385,48.31333579996135,48.31333579996135,48.33014999999432,49.547299699974246,t,1.2195802999776788,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
11,30,7,27,7,2,l,0.953952300013043,None,2,7,27,0,49.56330509996042,,49.55621969996719,49.56330509996042,50.548008399957325,50.548008399957325,50.56392309995135,51.51456559996586,l,0.953952300013043,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
85,90,190,28,8,2,t,0.8190141000086442,None,2,8,28,7,51.53014709998388,,51.52239279996138,51.53014709998388,52.530007699970156,52.530007699970156,52.530007699970156,53.3642211999977,t,0.8190141000086442,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
49,60,89,29,9,2,t,0.5551025000168011,None,2,9,29,4,53.37990810000338,,53.37251669995021,53.37990810000338,54.363915399997495,54.363915399997495,54.38003319996642,54.9316299999482,t,0.5551025000168011,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
92,97,225,30,0,3,t,0.6115788999595679,None,3,0,30,8,54.947492599952966,,54.93797069997527,54.947492599952966,55.946753299969714,55.946753299969714,55.946753299969714,56.564264599990565,t,0.6115788999595679,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
85,90,190,31,1,3,t,0.5967855000053532,None,3,1,31,7,56.57982619997347,,56.56873209995683,56.57982619997347,57.56358449999243,57.56358449999243,57.58159919996979,58.16416939999908,t,0.5967855000053532,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
15,35,13,32,2,3,l,0.6848145000403747,None,3,2,32,1,58.17998419998912,,58.16683149995515,58.17998419998912,59.16441989998566,59.16441989998566,59.1799068999826,59.86431259999517,l,0.6848145000403747,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
40,55,62,33,3,3,t,0.6000544999842532,None,3,3,33,3,59.88101499999175,,59.86839709995547,59.88101499999175,60.88016309996601,60.88016309996601,60.89676579996012,61.4980121999979,t,0.6000544999842532,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
100,105,260,34,4,3,t,0.6214443999924697,None,3,4,34,9,61.51352279999992,,61.51004829996964,61.51352279999992,62.51352829998359,62.51352829998359,62.51352829998359,63.14727129996754,t,0.6214443999924697,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
67,75,119,35,5,3,t,0.84786440001335,None,3,5,35,5,63.163201299961656,,63.15029369998956,63.163201299961656,64.14655999996467,64.14655999996467,64.16320979996817,64.9972442999715,t,0.84786440001335,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
27,50,21,36,6,3,l,0.6885068999836221,None,3,6,36,2,65.01333019998856,,65.00169399997685,65.01333019998856,65.99668969999766,65.99668969999766,66.01329689996783,66.69747319997987,l,0.6885068999836221,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
49,60,89,37,7,3,t,1.4660203999956138,None,3,7,37,4,66.71322529995814,,66.70625639997888,66.71322529995814,67.69688149995636,67.69688149995636,67.71366829995532,69.18105259997537,t,1.4660203999956138,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
78,80,162,38,8,3,t,0.5236397000262514,None,3,8,38,6,69.19667809997918,,69.18433129996993,69.19667809997918,70.18045939999865,70.18045939999865,70.19665669999085,70.71431449998636,t,0.5236397000262514,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
11,30,7,39,9,3,l,0.7036567999748513,None,3,9,39,0,70.73063929995988,,70.71970479999436,70.73063929995988,71.71314329997404,71.71314329997404,71.7299574999488,72.43087619997095,l,0.7036567999748513,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
49,60,89,40,0,4,t,0.7171912000048906,None,4,0,40,4,72.44699359999504,,72.4347954999539,72.44699359999504,73.44656849995954,73.44656849995954,73.44656849995954,74.1654767,t,0.7171912000048906,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
78,80,162,41,1,4,t,1.927825800026767,None,4,1,41,6,74.1801526999916,,74.17229969997425,74.1801526999916,75.18051639996702,75.18051639996702,75.18051639996702,77.11583509994671,t,1.927825800026767,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
100,105,260,42,2,4,t,1.5704211999545805,None,4,2,42,9,77.13006439997116,,77.1246219999739,77.13006439997116,78.13001969998004,78.13001969998004,78.13001969998004,79.7155660999706,t,1.5704211999545805,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
67,75,119,43,3,4,t,2.3133436999632977,None,4,3,43,5,79.72994649998145,,79.72433109994745,79.72994649998145,80.73003619996598,80.73003619996598,80.73003619996598,83.04794669995317,t,2.3133436999632977,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
40,55,62,44,4,4,l,1.0336509000044316,None,4,4,44,3,83.06319009995786,,83.05628359998809,83.06319009995786,84.06317919999128,84.06317919999128,84.06317919999128,85.11392859998159,l,1.0336509000044316,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
27,50,21,45,5,4,l,1.0349737999495119,None,4,5,45,2,85.12996409996413,,85.11924329999601,85.12996409996413,86.11317259998759,86.11317259998759,86.13012029998936,87.16359049995663,l,1.0349737999495119,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
11,30,7,46,6,4,l,0.559974699979648,None,4,6,46,0,87.18051689997083,,87.16755259997444,87.18051689997083,88.1632958999835,88.1632958999835,88.18001979996916,88.73085999995237,l,0.559974699979648,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
92,97,225,47,7,4,l,0.5992747999844141,None,4,7,47,8,88.74662339995848,,88.73768939997535,88.74662339995848,89.7469865999883,89.7469865999883,89.7469865999883,90.34727209998528,l,0.5992747999844141,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
15,35,13,48,8,4,l,0.7058045000303537,None,4,8,48,1,90.36310369998682,,90.35199589998228,90.36310369998682,91.34672179998597,91.34672179998597,91.36402079998516,92.06371679995209,l,0.7058045000303537,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
85,90,190,49,9,4,t,0.75657600001432,None,4,9,49,7,92.0810605000006,,92.06756830000086,92.0810605000006,93.06369029998314,93.06369029998314,93.0801096999785,93.83200529997703,t,0.75657600001432,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
85,90,190,50,0,5,l,0.9724964000051841,None,5,0,50,7,93.84725429996615,,93.83244369999738,93.84725429996615,94.84659169998486,94.84659169998486,94.84659169998486,95.83349389996147,l,0.9724964000051841,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
78,80,162,51,1,5,t,0.7300664999638684,None,5,1,51,6,95.84728009998798,,95.83928559999913,95.84728009998798,96.8465731999604,96.8465731999604,96.8465731999604,97.58035999996355,t,0.7300664999638684,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
27,50,21,52,2,5,l,0.9267895999946631,None,5,2,52,2,97.5972088999697,,97.58506489999127,97.5972088999697,98.58045409998158,98.58045409998158,98.59660910000093,99.5141447999631,l,0.9267895999946631,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
15,35,13,53,3,5,l,0.6601288000238128,None,5,3,53,1,99.53001829999266,,99.52136169996811,99.53001829999266,100.51329319999786,100.51329319999786,100.53002489998471,101.18078289995901,l,0.6601288000238128,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
92,97,225,54,4,5,t,0.8548272000043653,None,5,4,54,8,101.19654139998602,,101.18641429999843,101.19654139998602,102.19658539997181,102.19658539997181,102.19658539997181,103.06382609996945,t,0.8548272000043653,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
49,60,89,55,5,5,t,0.5222595000523143,None,5,5,55,4,103.08038869994925,,103.06882419995964,103.08038869994925,104.06434379995335,104.06434379995335,104.08081269997638,104.59723949996987,t,0.5222595000523143,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
40,55,62,56,6,5,t,0.5512049000244588,None,5,6,56,3,104.6133057999541,,104.60516929998994,104.6133057999541,105.59711769997375,105.59711769997375,105.61341259995243,106.16452859999845,t,0.5512049000244588,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
100,105,260,57,7,5,t,0.7535784000065178,None,5,7,57,9,106.17999759997474,,106.17383099999279,106.17999759997474,107.16317249997519,107.16317249997519,107.18001650000224,107.93055429996457,t,0.7535784000065178,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
11,30,7,58,8,5,l,0.6781985000125133,None,5,8,58,0,107.94658739998704,,107.9349394000019,107.94658739998704,108.93030889995862,108.93030889995862,108.94654489995446,109.61425269994652,l,0.6781985000125133,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
67,75,119,59,9,5,t,0.6692514000460505,None,5,9,59,5,109.63093609997304,,109.61895219999133,109.63093609997304,110.61327209998854,110.61327209998854,110.62999539996963,111.29743949999101,t,0.6692514000460505,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
85,90,190,60,0,6,t,1.010567999968771,None,6,0,60,7,111.313624399947,,111.302852599998,111.313624399947,112.29706739995163,112.29706739995163,112.31366549996892,113.31493919994682,t,1.010567999968771,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
100,105,260,61,1,6,t,0.5731432999600656,None,6,1,61,9,113.32993749994785,,113.31896189996041,113.32993749994785,114.32994169997983,114.32994169997983,114.32994169997983,114.91367409995291,t,0.5731432999600656,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
78,80,162,62,2,6,t,0.6223323000012897,None,6,2,62,6,114.93004209996434,,114.9190359999775,114.93004209996434,115.91361639997922,115.91361639997922,115.92997489997651,116.54716059996281,t,0.6223323000012897,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
11,30,7,63,3,6,l,0.6412177999736741,None,6,3,63,0,116.56330109998817,,116.55008169997018,116.56330109998817,117.54732889996376,117.54732889996376,117.56343879998894,118.19741369999247,l,0.6412177999736741,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
92,97,225,64,4,6,t,0.9127118999604136,None,6,4,64,8,118.2135844999575,,118.20495379995555,118.2135844999575,119.19820179999806,119.19820179999806,119.21408089995384,120.11381559999427,t,0.9127118999604136,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
40,55,62,65,5,6,t,0.5591831000056118,None,6,5,65,3,120.13005479995627,,120.11943449999671,120.13005479995627,121.11315879999893,121.11315879999893,121.13022059999639,121.68166369997198,t,0.5591831000056118,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
15,35,13,66,6,6,l,0.8023491000058129,None,6,6,66,1,121.69662020000396,,121.69174709997606,121.69662020000396,122.69662299996708,122.69662299996708,122.69662299996708,123.51400749996537,l,0.8023491000058129,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
27,50,21,67,7,6,t,3.5919833999942057,None,6,7,67,2,123.53035699995235,,123.51977259997511,123.53035699995235,124.51329999999143,124.51329999999143,124.53001779998885,128.1149799999548,t,3.5919833999942057,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
67,75,119,68,8,6,t,1.814419599948451,None,6,8,68,5,128.1297638999531,,128.12149229994975,128.1297638999531,129.13031479995698,129.13031479995698,129.13031479995698,130.94711129995994,t,1.814419599948451,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
49,60,89,69,9,6,t,1.013179300003685,None,6,9,69,4,130.96333079994656,,130.95089829998324,130.96333079994656,131.9467690999736,131.9467690999736,131.9631337999599,132.96377629996277,t,1.013179300003685,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
100,105,260,70,0,7,t,0.49734270002227277,None,7,0,70,9,132.98003969999263,,132.96959689998766,132.98003969999263,133.96382659999654,133.96382659999654,133.97996799997054,134.46399269998074,t,0.49734270002227277,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
78,80,162,71,1,7,t,0.45017720002215356,None,7,1,71,6,134.48022029997082,,134.47163309995085,134.48022029997082,135.46348949999083,135.46348949999083,135.47996479994617,135.93065259995637,t,0.45017720002215356,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
92,97,225,72,2,7,t,0.5536509999656118,None,7,2,72,8,135.9468001999776,,135.9363470999524,135.9468001999776,136.93020119995344,136.93020119995344,136.94657839997672,137.4977658999851,t,0.5536509999656118,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
67,75,119,73,3,7,t,0.6194954999955371,None,7,3,73,5,137.51357979996828,,137.50817309995182,137.51357979996828,138.4967614999623,138.4967614999623,138.51334349997342,139.13034699996933,t,0.6194954999955371,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
85,90,190,74,4,7,t,0.5002676000003703,None,7,4,74,7,139.14850680000382,,139.13644479995128,139.14850680000382,140.13011359999655,140.13011359999655,140.1632580999867,140.64743369998178,t,0.5002676000003703,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
27,50,21,75,5,7,t,0.436064500012435,None,7,5,75,2,140.66317539999727,,140.65432519995375,140.66317539999727,141.64663149998523,141.64663149998523,141.66327579994686,142.0975146999699,t,0.436064500012435,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
49,60,89,76,6,7,t,1.2269814000464976,None,7,6,76,4,142.1133699999773,,142.10414599999785,142.1133699999773,143.11384179996094,143.11384179996094,143.11384179996094,144.34701129997848,t,1.2269814000464976,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
15,35,13,77,7,7,l,0.6532066999934614,None,7,7,77,1,144.36320579994936,,144.35041099996306,144.36320579994936,145.34659509995254,145.34659509995254,145.36403850000352,146.015154099965,l,0.6532066999934614,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
40,55,62,78,8,7,t,1.595778600021731,None,7,8,78,3,146.0298926999676,,146.02407659997698,146.0298926999676,147.02988899999764,147.02988899999764,147.02988899999764,148.63050329999533,t,1.595778600021731,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
11,30,7,79,9,7,l,0.8996692000073381,None,7,9,79,0,148.64685789996292,,148.6341821999522,148.64685789996292,149.63019219995476,149.63019219995476,149.64727289997973,150.53070730000036,l,0.8996692000073381,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
100,105,260,80,0,8,t,0.90208359999815,None,8,0,80,9,150.54654829995707,,150.5353062999784,150.54654829995707,151.5299662000034,151.5299662000034,151.54768069996499,152.4470358999679,t,0.90208359999815,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
40,55,62,81,1,8,t,0.7626807999913581,None,8,1,81,3,152.4633063999936,,152.45082459994592,152.4633063999936,153.44671519997064,153.44671519997064,153.46321109996643,154.21367729996564,t,0.7626807999913581,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
15,35,13,82,2,8,l,0.7450107999611646,None,8,2,82,1,154.2298454999691,,154.2178423999576,154.2298454999691,155.21327189996373,155.21327189996373,155.22992769995471,155.96378669998376,l,0.7450107999611646,None,part4,001,2025-11-02_20h27.06.513,untitled,,2025.1.1,60.03384707513268,2025-11-02 20h27.16.283081 +0530,
