thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(-0.010185185185185186)],[np.float64(-0.4462962962962963)],[1],[0],[0],[1.1295948000624776],['target'],10,0,10,0,17.58371499995701,,5,17.576956199947745,17.58371499995701,17.58371499995701,0.02012300002388656,18.7065930000972,[np.float64(-0.010185185185185186)],[np.float64(-0.4462962962962963)],[1],[0],[0],[1.1295948000624776],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
11,0,11,[np.float64(0.3611111111111111)],[np.float64(-0.4425925925925926)],[1],[0],[0],[4.140143899945542],[None],11,0,11,0,18.745268699945882,,10,18.737622400047258,18.745268699945882,18.745268699945882,0.030860800063237548,22.877866700058803,[np.float64(0.3611111111111111)],[np.float64(-0.4425925925925926)],[1],[0],[0],[4.140143899945542],[None],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
12,0,12,[np.float64(0.2962962962962963)],[np.float64(-0.030555555555555555)],[1],[0],[0],[7.245426699984819],['target'],12,0,12,0,22.912765400018543,,5,22.90216609998606,22.912765400018543,22.912765400018543,0.02403600001707673,30.147683300077915,[np.float64(0.2962962962962963)],[np.float64(-0.030555555555555555)],[1],[0],[0],[7.245426699984819],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
13,0,13,[np.float64(-0.46574074074074073)],[np.float64(-0.44722222222222224)],[1],[0],[0],[2.722323500085622],['target'],13,0,13,0,30.177033999934793,,5,30.167774399975315,30.177033999934793,30.177033999934793,0.0199027000926435,32.89014729997143,[np.float64(-0.46574074074074073)],[np.float64(-0.44722222222222224)],[1],[0],[0],[2.722323500085622],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
14,0,14,[np.float64(-0.45092592592592595)],[np.float64(0.47962962962962963)],[1],[0],[0],[2.526868699816987],['target'],14,0,14,0,32.920093399938196,,10,32.91286480007693,32.920093399938196,32.920093399938196,0.022613100009039044,35.43982159998268,[np.float64(-0.45092592592592595)],[np.float64(0.47962962962962963)],[1],[0],[0],[2.526868699816987],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
15,0,15,[np.float64(0.4583333333333333)],[np.float64(-0.21388888888888888)],[1],[0],[0],[2.275867599993944],['target'],15,0,15,0,35.49457979993895,,10,35.48085070005618,35.49457979993895,35.49457979993895,0.040839900029823184,37.75680650002323,[np.float64(0.4583333333333333)],[np.float64(-0.21388888888888888)],[1],[0],[0],[2.275867599993944],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
16,0,16,[np.float64(-0.13240740740740742)],[np.float64(0.4564814814814815)],[1],[0],[0],[1.5019849999807775],['target'],16,0,16,0,37.79893709998578,,10,37.78787690005265,37.79893709998578,37.79893709998578,0.03084410005249083,39.28990840003826,[np.float64(-0.13240740740740742)],[np.float64(0.4564814814814815)],[1],[0],[0],[1.5019849999807775],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
17,0,17,[np.float64(-0.3888888888888889)],[np.float64(-0.375)],[1],[0],[0],[1.9709371998906136],[None],17,0,17,0,39.3094508999493,,5,39.30293460004032,39.3094508999493,39.3094508999493,0.012916500214487314,41.27396039990708,[np.float64(-0.3888888888888889)],[np.float64(-0.375)],[1],[0],[0],[1.9709371998906136],[None],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
18,0,18,[np.float64(0.18518518518518517)],[np.float64(-0.47129629629629627)],[1],[0],[0],[2.937095999950543],['target'],18,0,18,0,41.294838699977845,,5,41.28750200010836,41.294838699977845,41.294838699977845,0.01337859989143908,44.22470259992406,[np.float64(0.18518518518518517)],[np.float64(-0.47129629629629627)],[1],[0],[0],[2.937095999950543],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
19,0,19,[np.float64(0.12685185185185185)],[np.float64(0.28888888888888886)],[1],[0],[0],[3.1482835998758674],['target'],19,0,19,0,44.26964469999075,,10,44.25827419990674,44.26964469999075,44.26964469999075,0.03338739997707307,47.406667300034314,[np.float64(0.12685185185185185)],[np.float64(0.28888888888888886)],[1],[0],[0],[3.1482835998758674],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
20,0,20,[np.float64(0.014814814814814815)],[np.float64(0.27037037037037037)],[1],[0],[0],[1.0554885999299586],['target'],20,0,20,0,47.44363750005141,,10,47.435021500103176,47.44363750005141,47.44363750005141,0.028110899962484837,48.4906301998999,[np.float64(0.014814814814814815)],[np.float64(0.27037037037037037)],[1],[0],[0],[1.0554885999299586],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
21,0,21,[np.float64(-0.34074074074074073)],[np.float64(-0.3574074074074074)],[1],[0],[0],[3.239766899961978],['target'],21,0,21,0,48.525550900027156,,5,48.517160299932584,48.525550900027156,48.525550900027156,0.026206200011074543,51.756979200057685,[np.float64(-0.34074074074074073)],[np.float64(-0.3574074074074074)],[1],[0],[0],[3.239766899961978],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
22,0,22,[np.float64(-0.13425925925925927)],[np.float64(0.49444444444444446)],[1],[0],[0],[2.6000843001529574],['target'],22,0,22,0,51.778867200016975,,5,51.774286600062624,51.778867200016975,51.778867200016975,0.01717019989155233,54.37448849994689,[np.float64(-0.13425925925925927)],[np.float64(0.49444444444444446)],[1],[0],[0],[2.6000843001529574],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
23,0,23,[np.float64(0.4824074074074074)],[np.float64(0.06944444444444445)],[1],[0],[0],[2.134439100045711],[None],23,0,23,0,54.41686740005389,,5,54.4052512999624,54.41686740005389,54.41686740005389,0.03047970007173717,56.5397642001044,[np.float64(0.4824074074074074)],[np.float64(0.06944444444444445)],[1],[0],[0],[2.134439100045711],[None],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
24,0,24,[np.float64(0.3962962962962963)],[np.float64(-0.44722222222222224)],[1],[0],[0],[2.892190600046888],['target'],24,0,24,0,56.595944199943915,,10,56.5809943000786,56.595944199943915,56.595944199943915,0.041088700061663985,59.473233100026846,[np.float64(0.3962962962962963)],[np.float64(-0.44722222222222224)],[1],[0],[0],[2.892190600046888],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
25,0,25,[np.float64(-0.03888888888888889)],[np.float64(0.028703703703703703)],[1],[0],[0],[2.096737900050357],[None],25,0,25,0,59.50122380000539,,5,59.49358869995922,59.50122380000539,59.50122380000539,0.020159200066700578,61.59041490009986,[np.float64(-0.03888888888888889)],[np.float64(0.028703703703703703)],[1],[0],[0],[2.096737900050357],[None],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
26,0,26,[np.float64(-0.39537037037037037)],[np.float64(-0.14537037037037037)],[1],[0],[0],[1.4715917001012713],['target'],26,0,26,0,61.610304600093514,,5,61.60199210001156,61.610304600093514,61.610304600093514,0.011392500018700957,63.073668299941346,[np.float64(-0.39537037037037037)],[np.float64(-0.14537037037037037)],[1],[0],[0],[1.4715917001012713],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
27,0,27,[np.float64(0.3351851851851852)],[np.float64(-0.4638888888888889)],[1],[0],[0],[2.0965915000997484],['target'],27,0,27,0,63.10420880001038,,5,63.093653599964455,63.10420880001038,63.10420880001038,0.01984510011970997,65.19031560001895,[np.float64(0.3351851851851852)],[np.float64(-0.4638888888888889)],[1],[0],[0],[2.0965915000997484],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
28,0,28,[np.float64(-0.16944444444444445)],[np.float64(0.325)],[1],[0],[0],[1.7158824999351054],['target'],28,0,28,0,65.23933129990473,,10,65.22431900002994,65.23933129990473,65.23933129990473,0.03385550016537309,66.9403556000907,[np.float64(-0.16944444444444445)],[np.float64(0.325)],[1],[0],[0],[1.7158824999351054],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
29,0,29,[np.float64(0.29814814814814816)],[np.float64(-0.16944444444444445)],[1],[0],[0],[1.536351399961859],['target'],29,0,29,0,67.01167030003853,,10,66.98725220002234,67.01167030003853,67.01167030003853,0.04642129992134869,68.52371899993159,[np.float64(0.29814814814814816)],[np.float64(-0.16944444444444445)],[1],[0],[0],[1.536351399961859],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
30,0,30,[np.float64(0.0)],[np.float64(0.25555555555555554)],[1],[0],[0],[2.502630200004205],['target'],30,0,30,0,68.58710690005682,,10,68.5708125999663,68.58710690005682,68.58710690005682,0.04690929991193116,71.0735514999833,[np.float64(0.0)],[np.float64(0.25555555555555554)],[1],[0],[0],[2.502630200004205],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
31,0,31,[np.float64(0.1398148148148148)],[np.float64(-0.15648148148148147)],[1],[0],[0],[1.5908698001876473],[None],31,0,31,0,71.14768130006269,,10,71.13473349995911,71.14768130006269,71.14768130006269,0.06079480005428195,72.72570999991149,[np.float64(0.1398148148148148)],[np.float64(-0.15648148148148147)],[1],[0],[0],[1.5908698001876473],[None],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
32,0,32,[np.float64(0.17962962962962964)],[np.float64(-0.14074074074074075)],[1],[0],[0],[1.3442238001152873],['target'],32,0,32,0,72.79312040004879,,10,72.7792322000023,72.79312040004879,72.79312040004879,0.05327540007419884,74.12348959990777,[np.float64(0.17962962962962964)],[np.float64(-0.14074074074074075)],[1],[0],[0],[1.3442238001152873],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
33,0,33,[np.float64(-0.22685185185185186)],[np.float64(0.05462962962962963)],[1],[0],[0],[1.2711002000141889],['target'],33,0,33,0,74.14442569995299,,5,74.13650689995848,74.14442569995299,74.14442569995299,0.01285760011523962,75.40773029997945,[np.float64(-0.22685185185185186)],[np.float64(0.05462962962962963)],[1],[0],[0],[1.2711002000141889],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
34,0,34,[np.float64(-0.37407407407407406)],[np.float64(0.49537037037037035)],[1],[0],[0],[1.4927425000350922],['target'],34,0,34,0,75.46148040005937,,10,75.44804599997588,75.46148040005937,75.46148040005937,0.040112500078976154,76.94093440007418,[np.float64(-0.37407407407407406)],[np.float64(0.49537037037037035)],[1],[0],[0],[1.4927425000350922],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
35,0,35,[np.float64(0.3851851851851852)],[np.float64(0.4527777777777778)],[1],[0],[0],[2.5897886999882758],[None],35,0,35,0,76.97342099994421,,5,76.96714389999397,76.97342099994421,76.97342099994421,0.025804599979892373,79.55701919994317,[np.float64(0.3851851851851852)],[np.float64(0.4527777777777778)],[1],[0],[0],[2.5897886999882758],[None],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
36,0,36,[np.float64(-0.27314814814814814)],[np.float64(-0.4083333333333333)],[1],[0],[0],[2.1034987000748515],['target'],36,0,36,0,79.57852589990944,,5,79.57088880008087,79.57852589990944,79.57852589990944,0.013696199981495738,81.67456929991022,[np.float64(-0.27314814814814814)],[np.float64(-0.4083333333333333)],[1],[0],[0],[2.1034987000748515],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
37,0,37,[np.float64(0.19722222222222222)],[np.float64(0.040740740740740744)],[1],[0],[0],[1.8893899999093264],['target'],37,0,37,0,81.71709019993432,,5,81.7001930999104,81.71709019993432,81.71709019993432,0.02527910005301237,83.58959889994003,[np.float64(0.19722222222222222)],[np.float64(0.040740740740740744)],[1],[0],[0],[1.8893899999093264],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
38,0,38,[np.float64(0.053703703703703705)],[np.float64(0.0712962962962963)],[1],[0],[0],[1.1646797999273986],[None],38,0,38,0,83.63820550008677,,10,83.62515840004198,83.63820550008677,83.63820550008677,0.03539119986817241,84.78994260006584,[np.float64(0.053703703703703705)],[np.float64(0.0712962962962963)],[1],[0],[0],[1.1646797999273986],[None],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
39,0,39,[np.float64(0.32222222222222224)],[np.float64(-0.10092592592592593)],[1],[0],[0],[1.6283744000829756],[None],39,0,39,0,84.8392672999762,,10,84.8286514999345,84.8392672999762,84.8392672999762,0.03844329994171858,86.45712719997391,[np.float64(0.32222222222222224)],[np.float64(-0.10092592592592593)],[1],[0],[0],[1.6283744000829756],[None],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
40,0,40,[np.float64(0.2074074074074074)],[np.float64(-0.34444444444444444)],[1],[0],[0],[1.7107363999821246],[None],40,0,40,0,86.51295610005036,,10,86.49639889993705,86.51295610005036,86.51295610005036,0.03897359990514815,88.2072221999988,[np.float64(0.2074074074074074)],[np.float64(-0.34444444444444444)],[1],[0],[0],[1.7107363999821246],[None],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
41,0,41,[np.float64(-0.3175925925925926)],[np.float64(0.25277777777777777)],[1],[0],[0],[2.3642128999345005],['target'],41,0,41,0,88.23537759995088,,5,88.2264550998807,88.23537759995088,88.23537759995088,0.019045399967581034,90.59077759995125,[np.float64(-0.3175925925925926)],[np.float64(0.25277777777777777)],[1],[0],[0],[2.3642128999345005],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
42,0,42,[np.float64(-0.44351851851851853)],[np.float64(0.2490740740740741)],[1],[0],[0],[2.3962200998794287],[None],42,0,42,0,90.61725739995018,,5,90.61005760007538,90.61725739995018,90.61725739995018,0.019095800118520856,93.00635899999179,[np.float64(-0.44351851851851853)],[np.float64(0.2490740740740741)],[1],[0],[0],[2.3962200998794287],[None],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
43,0,43,[np.float64(-0.12962962962962962)],[np.float64(-0.15648148148148147)],[1],[0],[0],[1.5351594001986086],['target'],43,0,43,0,93.02883900003508,,5,93.02168309991248,93.02883900003508,93.02883900003508,0.015167100122198462,94.55689270002767,[np.float64(-0.12962962962962962)],[np.float64(-0.15648148148148147)],[1],[0],[0],[1.5351594001986086],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
44,0,44,[np.float64(-0.42962962962962964)],[np.float64(-0.42407407407407405)],[1],[0],[0],[1.7197354000527412],['target'],44,0,44,0,94.5786788999103,,5,94.57001579995267,94.5786788999103,94.5786788999103,0.0130407998804003,96.28983590006828,[np.float64(-0.42962962962962964)],[np.float64(-0.42407407407407405)],[1],[0],[0],[1.7197354000527412],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
45,0,45,[np.float64(0.4925925925925926)],[np.float64(0.3)],[1],[0],[0],[1.9553849999792874],['target'],45,0,45,0,96.34844499989413,,10,96.33610549988225,96.34844499989413,96.34844499989413,0.04609269998036325,98.29168529994786,[np.float64(0.4925925925925926)],[np.float64(0.3)],[1],[0],[0],[1.9553849999792874],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
46,0,46,[np.float64(0.33611111111111114)],[np.float64(0.35555555555555557)],[1],[0],[0],[1.7121200999245048],['target'],46,0,46,0,98.36176180001348,,10,98.34480630001053,98.36176180001348,98.36176180001348,0.05264450004324317,100.05700149992481,[np.float64(0.33611111111111114)],[np.float64(0.35555555555555557)],[1],[0],[0],[1.7121200999245048],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
47,0,47,[np.float64(0.3907407407407407)],[np.float64(-0.21296296296296297)],[1],[0],[0],[1.6234472000505775],['target'],47,0,47,0,100.07625630008988,,5,100.0676110999193,100.07625630008988,100.07625630008988,0.010420500067993999,101.69119210005738,[np.float64(0.3907407407407407)],[np.float64(-0.21296296296296297)],[1],[0],[0],[1.6234472000505775],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
48,0,48,[np.float64(0.22777777777777777)],[np.float64(-0.2796296296296296)],[1],[0],[0],[1.275361099978909],['target'],48,0,48,0,101.73130040010437,,5,101.71690690005198,101.73130040010437,101.73130040010437,0.02547340001910925,102.99243719992228,[np.float64(0.22777777777777777)],[np.float64(-0.2796296296296296)],[1],[0],[0],[1.275361099978909],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
49,0,49,[np.float64(0.04814814814814815)],[np.float64(-0.11666666666666667)],[1],[0],[0],[3.5969110999722034],['target'],49,0,49,0,103.04007670003921,,10,103.02727740001865,103.04007670003921,103.04007670003921,0.034472999861463904,106.62434770003892,[np.float64(0.04814814814814815)],[np.float64(-0.11666666666666667)],[1],[0],[0],[3.5969110999722034],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
50,0,50,[np.float64(0.0824074074074074)],[np.float64(-0.44907407407407407)],[1],[0],[0],[7.635364199988544],['target'],50,0,50,0,106.70210399990901,,10,106.68819130002521,106.70210399990901,106.70210399990901,0.0634222999215126,114.32369260000996,[np.float64(0.0824074074074074)],[np.float64(-0.44907407407407407)],[1],[0],[0],[7.635364199988544],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
51,0,51,[np.float64(-0.1787037037037037)],[np.float64(-0.23333333333333334)],[1],[0],[0],[1.3327973000705242],['target'],51,0,51,0,114.39307660004124,,10,114.37399920006283,114.39307660004124,114.39307660004124,0.05000880011357367,115.70688680000603,[np.float64(-0.1787037037037037)],[np.float64(-0.23333333333333334)],[1],[0],[0],[1.3327973000705242],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
52,0,52,[np.float64(-0.32592592592592595)],[np.float64(0.462037037037037)],[1],[0],[0],[2.9865342997945845],['target'],52,0,52,0,115.7731506000273,,10,115.75370509992354,115.7731506000273,115.7731506000273,0.04654089990071952,118.74036659998819,[np.float64(-0.32592592592592595)],[np.float64(0.462037037037037)],[1],[0],[0],[2.9865342997945845],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
53,0,53,[np.float64(0.022222222222222223)],[np.float64(0.21203703703703702)],[1],[0],[0],[1.9529681000858545],[None],53,0,53,0,118.78523120004684,,5,118.77056950004771,118.78523120004684,118.78523120004684,0.029997800011187792,120.72359690000303,[np.float64(0.022222222222222223)],[np.float64(0.21203703703703702)],[1],[0],[0],[1.9529681000858545],[None],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
54,0,54,[np.float64(0.17314814814814813)],[np.float64(0.2490740740740741)],[1],[0],[0],[1.1501072999089956],['target'],54,0,54,0,120.74875220004469,,5,120.74104079999961,120.74875220004469,120.74875220004469,0.01727399998344481,121.89123609988019,[np.float64(0.17314814814814813)],[np.float64(0.2490740740740741)],[1],[0],[0],[1.1501072999089956],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
55,0,55,[np.float64(0.47129629629629627)],[np.float64(0.45185185185185184)],[1],[0],[0],[2.1156709999777377],['target'],55,0,55,0,121.91832559998147,,5,121.90921250008978,121.91832559998147,121.91832559998147,0.01781599991954863,124.02501260000281,[np.float64(0.47129629629629627)],[np.float64(0.45185185185185184)],[1],[0],[0],[2.1156709999777377],['target'],p5,001,2025-09-30_20h08.05.226,visual search,,2025.1.1,60.021163441706626,2025-09-30 20h09.00.697271 +0530,
