18.4933 	INFO 	Loaded monitor calibration from ['2025_08_11 23:20']
18.5276 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
20.1960 	INFO 	Using renderer 'Intel(R) Iris(R) Xe Graphics' for graphics
20.1960 	INFO 	OpenGL version supported by driver is 4..
20.3228 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002B4CD11CE80>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002B4CD11CE20>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002B4CD1CE6E0>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
20.3230 	EXP 	window1: backgroundImage = ''
20.3231 	EXP 	window1: backgroundFit = 'none'
20.9780 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
20.9781 	EXP 	window1: recordFrameIntervals = False
21.1212 	EXP 	window1: recordFrameIntervals = True
21.3056 	EXP 	Screen (0) actual frame rate measured at 59.72Hz
21.3057 	EXP 	window1: recordFrameIntervals = False
21.3928 	INFO 	keyboard.Keyboard is using ptb backend.
21.3930 	INFO 	keyboard.Keyboard is using ptb backend.
21.3931 	INFO 	keyboard.Keyboard is using ptb backend.
21.3931 	EXP 	stroop task final: status = STARTED
21.7819 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
21.8084 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([20., 20.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
21.8101 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
21.8196 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Thankyou', units='height', win=Window(...), wrapWidth=1)
0.0072 	INFO 	Keyboard events cleared
0.0070 	EXP 	text_2: autoDraw = True
3.8119 	EXP 	Device response: <KeyPress from None: t=3.577013999922201, value=space, duration=None>
3.8121 	EXP 	Device response: <KeyPress from None: t=3.577013999922201, value=space, duration=0.15684279997367412>
3.8318 	EXP 	Imported C:/Users/hp/OneDrive/Desktop/AU/pratical psy/cond.xlsx as conditions, 4 conditions, 4 params
