Study_word,thisN,thisTrialN,thisRepN,Studyslider.response,Studyslider.rt,test_word,Refence,Old_new,text_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,StudyText.started,Studyslider.started,trial.stopped,trials.Studyslider.response,trials.Studyslider.rt,test.started,Testtext.started,text_textbox.started,submit_text.started,testmouse.started,test.stopped,trials_2.text_textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,Testtext.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
Police,10,10,0,3.4925925925925925,0.9811004999792203,,,,,,,,,,,,0,10,10,12,,,,,14.402361999964342,,14.38944099994842,14.402361999964342,14.402361999964342,15.386523499968462,3.4925925925925925,0.9811004999792203,,,,,,,,,,,,,,,,p4,001,2025-10-10_23h25.46.168,word priming,,2025.1.1,59.90423705483518,2025-10-10 23h25.57.544284 +0530,
mouse,11,11,0,1.4925925925925927,1.3320804999675602,,,,,,,,,,,,0,11,11,8,,,,,15.402505999896675,,15.388772399979644,15.402505999896675,15.402505999896675,16.736804599990137,1.4925925925925927,1.3320804999675602,,,,,,,,,,,,,,,,p4,001,2025-10-10_23h25.46.168,word priming,,2025.1.1,59.90423705483518,2025-10-10 23h25.57.544284 +0530,
T-shirt,12,12,0,4.474074074074074,1.2604694999754429,,,,,,,,,,,,0,12,12,7,,,,,16.756942799896933,,16.74405179999303,16.756942799896933,16.756942799896933,18.020750999916345,4.474074074074074,1.2604694999754429,,,,,,,,,,,,,,,,p4,001,2025-10-10_23h25.46.168,word priming,,2025.1.1,59.90423705483518,2025-10-10 23h25.57.544284 +0530,
book,13,13,0,2.7074074074074073,1.1299745999276638,,,,,,,,,,,,0,13,13,0,,,,,18.03574550000485,,18.024395299958996,18.03574550000485,18.03574550000485,19.170547399902716,2.7074074074074073,1.1299745999276638,,,,,,,,,,,,,,,,p4,001,2025-10-10_23h25.46.168,word priming,,2025.1.1,59.90423705483518,2025-10-10 23h25.57.544284 +0530,
Pastry,14,14,0,3.5,0.9109031000407413,,,,,,,,,,,,0,14,14,9,,,,,19.18566709989682,,19.17607299995143,19.18566709989682,19.18566709989682,20.10371519997716,3.5,0.9109031000407413,,,,,,,,,,,,,,,,p4,001,2025-10-10_23h25.46.168,word priming,,2025.1.1,59.90423705483518,2025-10-10 23h25.57.544284 +0530,
,0,0,0,,,_ho_e,Phone,Old,phone,[np.float64(-0.04814814814814815)],[np.float64(-0.2851851851851852)],[1],[0],[0],[8.822765899938531],['submit_text'],,,,,0,0,0,12,20.123138599912636,,,,,,,,20.115418099914677,20.123138599912636,20.123138599912636,20.123138599912636,0.011691400082781911,28.938519399962388,phone,[np.float64(-0.04814814814814815)],[np.float64(-0.2851851851851852)],[1],[0],[0],[8.822765899938531],['submit_text'],,p4,001,2025-10-10_23h25.46.168,word priming,,2025.1.1,59.90423705483518,2025-10-10 23h25.57.544284 +0530,
,1,1,0,,,c_s_io_,Cushion ,Old,cushion,[np.float64(-0.04814814814814815)],[np.float64(-0.2851851851851852)],[1],[0],[0],[9.376185199944302],['submit_text'],,,,,0,1,1,14,28.952709199977107,,,,,,,,28.94338919990696,28.952709199977107,28.952709199977107,28.952709199977107,0.004737699986435473,38.31980549998116,cushion,[np.float64(-0.04814814814814815)],[np.float64(-0.2851851851851852)],[1],[0],[0],[9.376185199944302],['submit_text'],,p4,001,2025-10-10_23h25.46.168,word priming,,2025.1.1,59.90423705483518,2025-10-10 23h25.57.544284 +0530,
,2,2,0,,,K_y_,Keys,Old,keys,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[5.931809999980032],['submit_text'],,,,,0,2,2,8,38.33583939995151,,,,,,,,38.32198029989377,38.33583939995151,38.33583939995151,38.33583939995151,0.0020843000384047627,44.25406019994989,keys,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[5.931809999980032],['submit_text'],,p4,001,2025-10-10_23h25.46.168,word priming,,2025.1.1,59.90423705483518,2025-10-10 23h25.57.544284 +0530,
,3,3,0,,,_o_rd,Board,Old,board,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[11.228136299992912],['submit_text'],,,,,0,3,3,10,44.26913999998942,,,,,,,,44.25828979990911,44.26913999998942,44.26913999998942,44.26913999998942,0.004020299995318055,55.48675079992972,board,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[11.228136299992912],['submit_text'],54.26920379989315,p4,001,2025-10-10_23h25.46.168,word priming,,2025.1.1,59.90423705483518,2025-10-10 23h25.57.544284 +0530,
,4,4,0,,,bo_t_e,Bottle,new,bottle,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[5.011806100024842],['submit_text'],,,,,0,4,4,18,55.502511799917556,,,,,,,,55.49182349990588,55.502511799917556,55.502511799917556,55.502511799917556,0.00481219997163862,60.5039051999338,bottle,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[5.011806100024842],['submit_text'],,p4,001,2025-10-10_23h25.46.168,word priming,,2025.1.1,59.90423705483518,2025-10-10 23h25.57.544284 +0530,
,5,5,0,,,c_s_,Case,Old,case,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[3.9287308999337256],['submit_text'],,,,,0,5,5,5,60.519106399966404,,,,,,,,60.50829829997383,60.519106399966404,60.519106399966404,60.519106399966404,0.004202799987979233,64.43737259996124,case,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[3.9287308999337256],['submit_text'],,p4,001,2025-10-10_23h25.46.168,word priming,,2025.1.1,59.90423705483518,2025-10-10 23h25.57.544284 +0530,
,6,6,0,,,_ou_se,mouse,Old,cruise,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[10.645477800047956],['submit_text'],,,,,0,6,6,3,64.45226910000201,,,,,,,,64.44183539994992,64.45226910000201,64.45226910000201,64.45226910000201,0.004222199902869761,75.08768499991857,cruise,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[10.645477800047956],['submit_text'],74.45242709992453,p4,001,2025-10-10_23h25.46.168,word priming,,2025.1.1,59.90423705483518,2025-10-10 23h25.57.544284 +0530,
,7,7,0,,,P_st_r,Poster,Old,poster,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[7.6273082999978215],['submit_text'],,,,,0,7,7,9,75.10266699991189,,,,,,,,75.09311009990051,75.10266699991189,75.10266699991189,75.10266699991189,0.005156700033694506,82.72082399995998,poster,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[7.6273082999978215],['submit_text'],,p4,001,2025-10-10_23h25.46.168,word priming,,2025.1.1,59.90423705483518,2025-10-10 23h25.57.544284 +0530,
,8,8,0,,,p_nc_l,Pencil,new,pencil,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[5.826450700056739],['submit_text'],,,,,0,8,8,16,82.73798299999908,,,,,,,,82.72763280000072,82.73798299999908,82.73798299999908,82.73798299999908,0.006652200012467802,88.55459519999567,pencil,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[5.826450700056739],['submit_text'],,p4,001,2025-10-10_23h25.46.168,word priming,,2025.1.1,59.90423705483518,2025-10-10 23h25.57.544284 +0530,
,9,9,0,,,P_li_e,Police,Old,police,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[5.592385199968703],['submit_text'],,,,,0,9,9,7,88.57796519994736,,,,,,,,88.56060329999309,88.57796519994736,88.57796519994736,88.57796519994736,0.005832800059579313,94.1533198999241,police,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[5.592385199968703],['submit_text'],,p4,001,2025-10-10_23h25.46.168,word priming,,2025.1.1,59.90423705483518,2025-10-10 23h25.57.544284 +0530,
,10,10,0,,,_ha_t,Chart,Old,chart,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[4.297735499916598],['submit_text'],,,,,0,10,10,1,94.16913049994037,,,,,,,,94.15597209997941,94.16913049994037,94.16913049994037,94.16913049994037,0.002569700009189546,98.45394399994984,chart,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[4.297735499916598],['submit_text'],,p4,001,2025-10-10_23h25.46.168,word priming,,2025.1.1,59.90423705483518,2025-10-10 23h25.57.544284 +0530,
,11,11,0,,,P_as_tr_,Pastry,Old,pastry,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[11.096100100083277],['submit_text'],,,,,0,11,11,4,98.46912869997323,,,,,,,,98.45796929998323,98.46912869997323,98.46912869997323,98.46912869997323,0.003925499971956015,109.55439529998694,pastry,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[11.096100100083277],['submit_text'],108.46919869992416,p4,001,2025-10-10_23h25.46.168,word priming,,2025.1.1,59.90423705483518,2025-10-10 23h25.57.544284 +0530,
,12,12,0,,,c_m_ra,Camera,new,camera,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[4.644166499958374],['submit_text'],,,,,0,12,12,19,109.5690361999441,,,,,,,,109.55914909997955,109.5690361999441,109.5690361999441,109.5690361999441,0.0045891000190749764,114.20362289994955,camera,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[4.644166499958374],['submit_text'],,p4,001,2025-10-10_23h25.46.168,word priming,,2025.1.1,59.90423705483518,2025-10-10 23h25.57.544284 +0530,
,13,13,0,,,_a_ble_,Marble,Old,marble,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[4.78006949997507],['submit_text'],,,,,0,13,13,11,114.21901479992084,,,,,,,,114.20679490000475,114.21901479992084,114.21901479992084,114.21901479992084,0.0030789999291300774,118.98715339996852,marble,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[4.78006949997507],['submit_text'],,p4,001,2025-10-10_23h25.46.168,word priming,,2025.1.1,59.90423705483518,2025-10-10 23h25.57.544284 +0530,
,14,14,0,,,T_hi_r,Tshirt,Old,tshirt,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[19.5144650998991],['submit_text'],,,,,0,14,14,2,119.00238949991763,,,,,,,,118.99029909993988,119.00238949991763,119.00238949991763,119.00238949991763,0.003036899957805872,138.50510859990027,tshirt,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[19.5144650998991],['submit_text'],129.00265639997087,p4,001,2025-10-10_23h25.46.168,word priming,,2025.1.1,59.90423705483518,2025-10-10 23h25.57.544284 +0530,
,15,15,0,,,l_pt_p,Laptop,Old,laptop,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[5.1105800999794155],['submit_text'],,,,,0,15,15,0,138.51925399992615,,,,,,,,138.51034559996333,138.51925399992615,138.51925399992615,138.51925399992615,0.005033200024627149,143.6213950999081,laptop,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[5.1105800999794155],['submit_text'],,p4,001,2025-10-10_23h25.46.168,word priming,,2025.1.1,59.90423705483518,2025-10-10 23h25.57.544284 +0530,
,16,16,0,,,_oo_,Book,Old,book,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[3.3771678999764845],['submit_text'],,,,,0,16,16,13,143.6378878999967,,,,,,,,143.62623399996664,143.6378878999967,143.6378878999967,143.6378878999967,0.004672100069001317,147.003784099943,book,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[3.3771678999764845],['submit_text'],,p4,001,2025-10-10_23h25.46.168,word priming,,2025.1.1,59.90423705483518,2025-10-10 23h25.57.544284 +0530,
,17,17,0,,,_ru_is_,Cruise,Old,cruise,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[15.16097379999701],['submit_text'],,,,,0,17,17,6,147.01927419996355,,,,,,,,147.0089774999069,147.01927419996355,147.01927419996355,147.01927419996355,0.005112299928441644,162.17033999995328,cruise,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[15.16097379999701],['submit_text'],157.01917089999188,p4,001,2025-10-10_23h25.46.168,word priming,,2025.1.1,59.90423705483518,2025-10-10 23h25.57.544284 +0530,
,18,18,0,,,ta_l_,Table,new,table,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[4.863484999979846],['submit_text'],,,,,0,18,18,15,162.18615969992243,,,,,,,,162.17318159993738,162.18615969992243,162.18615969992243,162.18615969992243,0.0027460999554023147,167.0370187999215,table,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[4.863484999979846],['submit_text'],,p4,001,2025-10-10_23h25.46.168,word priming,,2025.1.1,59.90423705483518,2025-10-10 23h25.57.544284 +0530,
,19,19,0,,,V_s_,Vase,new,vase,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[5.045378800015897],['submit_text'],,,,,0,19,19,17,167.05250419990625,,,,,,,,167.0416998999426,167.05250419990625,167.05250419990625,167.05250419990625,0.00457830005325377,172.08747079991736,vase,[np.float64(-0.04537037037037037)],[np.float64(-0.3074074074074074)],[1],[0],[0],[5.045378800015897],['submit_text'],,p4,001,2025-10-10_23h25.46.168,word priming,,2025.1.1,59.90423705483518,2025-10-10 23h25.57.544284 +0530,
