thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(-0.4648148148148148)],[np.float64(-0.18518518518518517)],[1],[0],[0],[1.8385952999815345],['target'],10,0,10,0,20.668782000197098,,5,20.662714900216088,20.668782000197098,20.668782000197098,0.011167299933731556,22.501424400135875,[np.float64(-0.4648148148148148)],[np.float64(-0.18518518518518517)],[1],[0],[0],[1.8385952999815345],['target'],p3,001,2025-09-30_19h20.45.624,visual search,,2025.1.1,60.028945912572865,2025-09-30 19h20.53.142832 +0530,
11,0,11,[np.float64(-0.175)],[np.float64(-0.20462962962962963)],[1],[0],[0],[1.3653664998710155],['target'],11,0,11,0,22.525248700054362,,5,22.519268700154498,22.525248700054362,22.525248700054362,0.017610000213608146,23.884748600190505,[np.float64(-0.175)],[np.float64(-0.20462962962962963)],[1],[0],[0],[1.3653664998710155],['target'],p3,001,2025-09-30_19h20.45.624,visual search,,2025.1.1,60.028945912572865,2025-09-30 19h20.53.142832 +0530,
12,0,12,[np.float64(-0.12407407407407407)],[np.float64(0.2814814814814815)],[1],[0],[0],[1.6604097001254559],[None],12,0,12,0,23.917839500121772,,5,23.907856800127774,23.917839500121772,23.917839500121772,0.02287149988114834,25.568350800080225,[np.float64(-0.12407407407407407)],[np.float64(0.2814814814814815)],[1],[0],[0],[1.6604097001254559],[None],p3,001,2025-09-30_19h20.45.624,visual search,,2025.1.1,60.028945912572865,2025-09-30 19h20.53.142832 +0530,
13,0,13,[np.float64(-0.12407407407407407)],[np.float64(0.2814814814814815)],[1],[0],[0],[0.5076800999231637],[None],13,0,13,0,25.604971600230783,,10,25.594059400027618,25.604971600230783,25.604971600230783,0.025496700080111623,26.10188590013422,[np.float64(-0.12407407407407407)],[np.float64(0.2814814814814815)],[1],[0],[0],[0.5076800999231637],[None],p3,001,2025-09-30_19h20.45.624,visual search,,2025.1.1,60.028945912572865,2025-09-30 19h20.53.142832 +0530,
14,0,14,[np.float64(-0.3055555555555556)],[np.float64(0.3509259259259259)],[1],[0],[0],[1.9848062000237405],['target'],14,0,14,0,26.144759600050747,,10,26.132867600070313,26.144759600050747,26.144759600050747,0.030584300169721246,28.11773780011572,[np.float64(-0.3055555555555556)],[np.float64(0.3509259259259259)],[1],[0],[0],[1.9848062000237405],['target'],p3,001,2025-09-30_19h20.45.624,visual search,,2025.1.1,60.028945912572865,2025-09-30 19h20.53.142832 +0530,
15,0,15,[np.float64(-0.44351851851851853)],[np.float64(0.3425925925925926)],[1],[0],[0],[1.5383517001755536],['target'],15,0,15,0,28.139373500132933,,5,28.130228000227362,28.139373500132933,28.139373500132933,0.012314300052821636,29.668630900094286,[np.float64(-0.44351851851851853)],[np.float64(0.3425925925925926)],[1],[0],[0],[1.5383517001755536],['target'],p3,001,2025-09-30_19h20.45.624,visual search,,2025.1.1,60.028945912572865,2025-09-30 19h20.53.142832 +0530,
16,0,16,[np.float64(0.1824074074074074)],[np.float64(-0.4462962962962963)],[1],[0],[0],[2.688708200119436],['target'],16,0,16,0,29.684076600009575,,5,29.67902320018038,29.684076600009575,29.684076600009575,0.010303399991244078,32.367784600006416,[np.float64(0.1824074074074074)],[np.float64(-0.4462962962962963)],[1],[0],[0],[2.688708200119436],['target'],p3,001,2025-09-30_19h20.45.624,visual search,,2025.1.1,60.028945912572865,2025-09-30 19h20.53.142832 +0530,
17,0,17,[np.float64(-0.4824074074074074)],[np.float64(0.4212962962962963)],[1],[0],[0],[2.7223414999898523],['target'],17,0,17,0,32.38603050005622,,5,32.37957860017195,32.38603050005622,32.38603050005622,0.0117123001255095,35.102080300217494,[np.float64(-0.4824074074074074)],[np.float64(0.4212962962962963)],[1],[0],[0],[2.7223414999898523],['target'],p3,001,2025-09-30_19h20.45.624,visual search,,2025.1.1,60.028945912572865,2025-09-30 19h20.53.142832 +0530,
18,0,18,[np.float64(0.06759259259259259)],[np.float64(-0.05092592592592592)],[1],[0],[0],[1.5595018998719752],['target'],18,0,18,0,35.13243370014243,,5,35.12530390010215,35.13243370014243,35.13243370014243,0.02279500011354685,36.684903900139034,[np.float64(0.06759259259259259)],[np.float64(-0.05092592592592592)],[1],[0],[0],[1.5595018998719752],['target'],p3,001,2025-09-30_19h20.45.624,visual search,,2025.1.1,60.028945912572865,2025-09-30 19h20.53.142832 +0530,
19,0,19,[np.float64(-0.43796296296296294)],[np.float64(0.008333333333333333)],[1],[0],[0],[1.5328991001006216],['target'],19,0,19,0,36.7075684000738,,5,36.701945800101385,36.7075684000738,36.7075684000738,0.016810299828648567,38.23503600014374,[np.float64(-0.43796296296296294)],[np.float64(0.008333333333333333)],[1],[0],[0],[1.5328991001006216],['target'],p3,001,2025-09-30_19h20.45.624,visual search,,2025.1.1,60.028945912572865,2025-09-30 19h20.53.142832 +0530,
20,0,20,[np.float64(0.25277777777777777)],[np.float64(-0.2722222222222222)],[1],[0],[0],[2.3037510002031922],['target'],20,0,20,0,38.25572540005669,,5,38.24769270000979,38.25572540005669,38.25572540005669,0.012325499905273318,40.55152950016782,[np.float64(0.25277777777777777)],[np.float64(-0.2722222222222222)],[1],[0],[0],[2.3037510002031922],['target'],p3,001,2025-09-30_19h20.45.624,visual search,,2025.1.1,60.028945912572865,2025-09-30 19h20.53.142832 +0530,
21,0,21,[np.float64(0.4925925925925926)],[np.float64(0.1925925925925926)],[1],[0],[0],[2.5621738000772893],['target'],21,0,21,0,40.58391650021076,,10,40.57228920003399,40.58391650021076,40.58391650021076,0.02057830011472106,43.13453600020148,[np.float64(0.4925925925925926)],[np.float64(0.1925925925925926)],[1],[0],[0],[2.5621738000772893],['target'],p3,001,2025-09-30_19h20.45.624,visual search,,2025.1.1,60.028945912572865,2025-09-30 19h20.53.142832 +0530,
22,0,22,[np.float64(-0.1111111111111111)],[np.float64(0.06388888888888888)],[1],[0],[0],[2.1655685000587255],['target'],22,0,22,0,43.157508900156245,,5,43.15254930010997,43.157508900156245,43.157508900156245,0.017823999980464578,45.31820580014028,[np.float64(-0.1111111111111111)],[np.float64(0.06388888888888888)],[1],[0],[0],[2.1655685000587255],['target'],p3,001,2025-09-30_19h20.45.624,visual search,,2025.1.1,60.028945912572865,2025-09-30 19h20.53.142832 +0530,
