pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,0,0,0,x,1,0.3443754000036279,None,0,0,0,0,,,,,0.033663700000033714,,0.03132019999611657,0.033663700000033714,1.0130427999974927,1.0130427999974927,1.0130427999974927,1.0130427999974927,1.046250700004748,2.013083400001051,2.013083400001051,2.501768899994204,x,1,0.3443754000036279,None,,,,,pp5,001,2025-10-02_19h35.07.902,motor sequence,,2025.1.1,59.960198422605714,2025-10-02 19h35.20.941416 +0530,
150,v,1,1,0,v,1,0.9519166999962181,None,0,1,1,1,,,,,2.5050259999989066,,2.5020661000016844,2.5050259999989066,3.5131413000053726,3.5131413000053726,3.5131413000053726,3.5131413000053726,3.5131413000053726,4.513238100000308,4.513238100000308,5.480151099996874,v,1,0.9519166999962181,None,,,,,pp5,001,2025-10-02_19h35.07.902,motor sequence,,2025.1.1,59.960198422605714,2025-10-02 19h35.20.941416 +0530,
50,c,2,2,0,c,1,2.200800499995239,None,0,2,2,2,,,,,5.496182100003352,,5.480584100005217,5.496182100003352,6.480038900001091,6.480038900001091,6.480038900001091,6.480038900001091,6.496490299992729,7.479717299996992,7.479717299996992,9.696993899997324,c,1,2.200800499995239,None,,,,,pp5,001,2025-10-02_19h35.07.902,motor sequence,,2025.1.1,59.960198422605714,2025-10-02 19h35.20.941416 +0530,
-150,z,3,3,0,z,1,1.8461485000007087,None,0,3,3,3,,,,,9.712925899992115,,9.697406999999657,9.712925899992115,10.696299699993688,10.696299699993688,10.696299699993688,10.696299699993688,10.71313960000407,11.69648519999464,11.69648519999464,13.548661299995729,z,1,1.8461485000007087,None,,,,,pp5,001,2025-10-02_19h35.07.902,motor sequence,,2025.1.1,59.960198422605714,2025-10-02 19h35.20.941416 +0530,
-50,x,4,0,1,x,1,0.6883509000035701,None,1,0,4,0,,,,,13.563189599997713,,13.549385199992685,13.563189599997713,14.563085000001593,14.563085000001593,14.563085000001593,14.563085000001593,14.563085000001593,15.56336420000298,15.56336420000298,16.265180499991402,x,1,0.6883509000035701,None,,,,,pp5,001,2025-10-02_19h35.07.902,motor sequence,,2025.1.1,59.960198422605714,2025-10-02 19h35.20.941416 +0530,
150,v,5,1,1,v,1,0.7144420999975409,None,1,1,5,1,,,,,16.279725700005656,,16.26567999999679,16.279725700005656,17.279597500004456,17.279597500004456,17.279597500004456,17.279597500004456,17.279597500004456,18.27957869999227,18.27957869999227,18.99672510000528,v,1,0.7144420999975409,None,,,,,pp5,001,2025-10-02_19h35.07.902,motor sequence,,2025.1.1,59.960198422605714,2025-10-02 19h35.20.941416 +0530,
50,c,6,2,1,c,1,0.5744471000070916,None,1,2,6,2,,,,,19.013550699994084,,18.99713829999382,19.013550699994084,19.996121699994546,19.996121699994546,19.996121699994546,19.996121699994546,20.01318490000267,20.996373300004052,20.996373300004052,21.58075330000429,c,1,0.5744471000070916,None,,,,,pp5,001,2025-10-02_19h35.07.902,motor sequence,,2025.1.1,59.960198422605714,2025-10-02 19h35.20.941416 +0530,
-150,z,7,3,1,z,1,0.5572268999967491,None,1,3,7,3,,,,,21.596293700000388,,21.581106700003147,21.596293700000388,22.581035900002462,22.581035900002462,22.581035900002462,22.581035900002462,22.596735099999933,23.579759000000195,23.579759000000195,24.14695439999923,z,1,0.5572268999967491,None,,,,,pp5,001,2025-10-02_19h35.07.902,motor sequence,,2025.1.1,59.960198422605714,2025-10-02 19h35.20.941416 +0530,
-50,x,8,0,2,x,1,0.8207712000003085,None,2,0,8,0,,,,,24.16309529999853,,24.14742789999582,24.16309529999853,25.146691500005545,25.146691500005545,25.146691500005545,25.146691500005545,25.1643264000013,26.147698200002196,26.147698200002196,26.98032410000451,x,1,0.8207712000003085,None,,,,,pp5,001,2025-10-02_19h35.07.902,motor sequence,,2025.1.1,59.960198422605714,2025-10-02 19h35.20.941416 +0530,
150,v,9,1,2,v,1,0.5914546999993036,None,2,1,9,1,,,,,26.996563900000183,,26.980803400001605,26.996563900000183,27.979647200001637,27.979647200001637,27.979647200001637,27.979647200001637,27.996327400003793,28.979832900004112,28.979832900004112,29.580539300004602,v,1,0.5914546999993036,None,,,,,pp5,001,2025-10-02_19h35.07.902,motor sequence,,2025.1.1,59.960198422605714,2025-10-02 19h35.20.941416 +0530,
50,c,10,2,2,c,1,0.3964120000018738,None,2,2,10,2,,,,,29.59646800000337,,29.580904999995255,29.59646800000337,30.579518099999405,30.579518099999405,30.579518099999405,30.579518099999405,30.596716700005345,31.580208400002448,31.580208400002448,31.981364599996596,c,1,0.3964120000018738,None,,,,,pp5,001,2025-10-02_19h35.07.902,motor sequence,,2025.1.1,59.960198422605714,2025-10-02 19h35.20.941416 +0530,
-150,z,11,3,2,z,1,0.3535756999917794,None,2,3,11,3,,,,,31.99635839999246,,31.981849200004945,31.99635839999246,32.997031199993216,32.997031199993216,32.997031199993216,32.997031199993216,32.997031199993216,33.99636229999305,33.99636229999305,34.36397819999547,z,1,0.3535756999917794,None,,,,,pp5,001,2025-10-02_19h35.07.902,motor sequence,,2025.1.1,59.960198422605714,2025-10-02 19h35.20.941416 +0530,
-50,x,12,0,3,x,1,0.7691840999905253,None,3,0,12,0,,,,,34.379714599999716,,34.36441999999806,34.379714599999716,35.36307649999799,35.36307649999799,35.36307649999799,35.36307649999799,35.380398099994636,36.379506900004344,36.379506900004344,37.163572899997234,x,1,0.7691840999905253,None,,,,,pp5,001,2025-10-02_19h35.07.902,motor sequence,,2025.1.1,59.960198422605714,2025-10-02 19h35.20.941416 +0530,
150,v,13,1,3,v,1,0.5962785000010626,None,3,1,13,1,,,,,37.179484799999045,,37.16405449999729,37.179484799999045,38.163149600004544,38.163149600004544,38.163149600004544,38.163149600004544,38.17984149999393,39.16324569999415,39.16324569999415,39.763867100002244,v,1,0.5962785000010626,None,,,,,pp5,001,2025-10-02_19h35.07.902,motor sequence,,2025.1.1,59.960198422605714,2025-10-02 19h35.20.941416 +0530,
50,c,14,2,3,c,1,0.34472760000790004,None,3,2,14,2,,,,,39.77996859999257,,39.76457529999607,39.77996859999257,40.763148300000466,40.763148300000466,40.763148300000466,40.763148300000466,40.780704899996636,41.76356379999197,41.76356379999197,42.113576599993394,c,1,0.34472760000790004,None,,,,,pp5,001,2025-10-02_19h35.07.902,motor sequence,,2025.1.1,59.960198422605714,2025-10-02 19h35.20.941416 +0530,
